,countrycode,adm_area_1,date,confirmed,new_per_day,new_per_day_smooth,latitude,longitude
24140,USA,Wisconsin,2020-11-04,257365,6138.0,5112.428571428572,44.64078545332402,-89.73591002144678
24141,USA,Wisconsin,2020-11-05,263640,6275.0,5275.428571428572,44.64078545332402,-89.73591002144678
24142,USA,Wisconsin,2020-11-06,270074,6434.0,5426.0,44.64078545332402,-89.73591002144678
24143,USA,Wisconsin,2020-11-07,277568,7494.0,5671.142857142857,44.64078545332402,-89.73591002144678
24144,USA,Wisconsin,2020-11-08,281910,4342.0,5783.857142857143,44.64078545332402,-89.73591002144678
24145,USA,Wisconsin,2020-11-09,286446,4536.0,5924.571428571428,44.64078545332402,-89.73591002144678
24146,USA,Wisconsin,2020-11-10,293862,7416.0,6090.714285714285,44.64078545332402,-89.73591002144678
24147,USA,Wisconsin,2020-11-11,301349,7487.0,6283.428571428572,44.64078545332402,-89.73591002144678
24148,USA,Wisconsin,2020-11-12,309605,8256.0,6566.428571428572,44.64078545332402,-89.73591002144678
24149,USA,Wisconsin,2020-11-13,318023,8418.0,6849.857142857143,44.64078545332402,-89.73591002144678
24150,USA,Wisconsin,2020-11-14,323604,5581.0,6576.571428571428,44.64078545332402,-89.73591002144678
24151,USA,Wisconsin,2020-11-15,329924,6320.0,6859.142857142857,44.64078545332402,-89.73591002144678
24152,USA,Wisconsin,2020-11-16,334640,4716.0,6884.857142857143,44.64078545332402,-89.73591002144678
24153,USA,Wisconsin,2020-11-17,342155,7515.0,6899.0,44.64078545332402,-89.73591002144678
24154,USA,Wisconsin,2020-11-18,350665,8510.0,7045.142857142857,44.64078545332402,-89.73591002144678
24155,USA,Wisconsin,2020-11-19,358113,7448.0,6929.714285714285,44.64078545332402,-89.73591002144678
24156,USA,Wisconsin,2020-11-20,365190,7077.0,6738.142857142857,44.64078545332402,-89.73591002144678
24157,USA,Wisconsin,2020-11-21,372219,7029.0,6945.0,44.64078545332402,-89.73591002144678
24158,USA,Wisconsin,2020-11-22,376238,4019.0,6616.285714285715,44.64078545332402,-89.73591002144678
24159,USA,Wisconsin,2020-11-23,379693,3455.0,6436.142857142857,44.64078545332402,-89.73591002144678
24160,USA,Wisconsin,2020-11-24,386441,6748.0,6326.571428571428,44.64078545332402,-89.73591002144678
24161,USA,Wisconsin,2020-11-25,392443,6002.0,5968.285714285715,44.64078545332402,-89.73591002144678
24162,USA,Wisconsin,2020-11-26,398104,5661.0,5713.0,44.64078545332402,-89.73591002144678
24163,USA,Wisconsin,2020-11-27,399557,1453.0,4909.571428571428,44.64078545332402,-89.73591002144678
24164,USA,Wisconsin,2020-11-28,404999,5442.0,4682.857142857143,44.64078545332402,-89.73591002144678
24165,USA,Wisconsin,2020-11-29,409054,4055.0,4688.0,44.64078545332402,-89.73591002144678
24166,USA,Wisconsin,2020-11-30,411730,2676.0,4576.714285714285,44.64078545332402,-89.73591002144678
24167,USA,Wisconsin,2020-12-01,416365,4635.0,4274.857142857143,44.64078545332402,-89.73591002144678
24168,USA,Wisconsin,2020-12-02,420930,4565.0,4069.5714285714284,44.64078545332402,-89.73591002144678
24169,USA,Wisconsin,2020-12-03,426534,5604.0,4061.4285714285716,44.64078545332402,-89.73591002144678
24170,USA,Wisconsin,2020-12-04,432217,5683.0,4665.714285714285,44.64078545332402,-89.73591002144678
24171,USA,Wisconsin,2020-12-05,437918,5701.0,4702.714285714285,44.64078545332402,-89.73591002144678
24172,USA,Wisconsin,2020-12-06,441067,3149.0,4573.285714285715,44.64078545332402,-89.73591002144678
24173,USA,Wisconsin,2020-12-07,443415,2348.0,4526.428571428572,44.64078545332402,-89.73591002144678
24174,USA,Wisconsin,2020-12-08,448009,4594.0,4520.571428571428,44.64078545332402,-89.73591002144678
24175,USA,Wisconsin,2020-12-09,452180,4171.0,4464.285714285715,44.64078545332402,-89.73591002144678
24176,USA,Wisconsin,2020-12-10,456889,4709.0,4336.428571428572,44.64078545332402,-89.73591002144678
24177,USA,Wisconsin,2020-12-11,461367,4478.0,4164.285714285715,44.64078545332402,-89.73591002144678
24178,USA,Wisconsin,2020-12-12,465991,4624.0,4010.4285714285716,44.64078545332402,-89.73591002144678
24179,USA,Wisconsin,2020-12-13,468956,2965.0,3984.1428571428573,44.64078545332402,-89.73591002144678
24180,USA,Wisconsin,2020-12-14,471285,2329.0,3981.4285714285716,44.64078545332402,-89.73591002144678
24181,USA,Wisconsin,2020-12-15,475340,4055.0,3904.4285714285716,44.64078545332402,-89.73591002144678
24182,USA,Wisconsin,2020-12-16,478162,2822.0,3711.714285714286,44.64078545332402,-89.73591002144678
24183,USA,Wisconsin,2020-12-17,482443,4281.0,3650.5714285714284,44.64078545332402,-89.73591002144678
24184,USA,Wisconsin,2020-12-18,486364,3921.0,3571.0,44.64078545332402,-89.73591002144678
24185,USA,Wisconsin,2020-12-19,490679,4315.0,3526.8571428571427,44.64078545332402,-89.73591002144678
24186,USA,Wisconsin,2020-12-20,492724,2045.0,3395.4285714285716,44.64078545332402,-89.73591002144678
24187,USA,Wisconsin,2020-12-21,494353,1629.0,3295.4285714285716,44.64078545332402,-89.73591002144678
24188,USA,Wisconsin,2020-12-22,497380,3027.0,3148.5714285714284,44.64078545332402,-89.73591002144678
24189,USA,Wisconsin,2020-12-23,500443,3063.0,3183.0,44.64078545332402,-89.73591002144678
24190,USA,Wisconsin,2020-12-24,503706,3263.0,3037.5714285714284,44.64078545332402,-89.73591002144678
24191,USA,Wisconsin,2020-12-25,505345,1639.0,2711.5714285714284,44.64078545332402,-89.73591002144678
24192,USA,Wisconsin,2020-12-26,506022,677.0,2191.8571428571427,44.64078545332402,-89.73591002144678
24193,USA,Wisconsin,2020-12-27,508580,2558.0,2265.1428571428573,44.64078545332402,-89.73591002144678
24194,USA,Wisconsin,2020-12-28,510137,1557.0,2254.8571428571427,44.64078545332402,-89.73591002144678
24195,USA,Wisconsin,2020-12-29,513056,2919.0,2239.4285714285716,44.64078545332402,-89.73591002144678
24196,USA,Wisconsin,2020-12-30,516226,3170.0,2254.714285714286,44.64078545332402,-89.73591002144678
24197,USA,Wisconsin,2020-12-31,520438,4212.0,2390.285714285714,44.64078545332402,-89.73591002144678
24198,USA,Wisconsin,2021-01-01,522523,2085.0,2454.0,44.64078545332402,-89.73591002144678
24199,USA,Wisconsin,2021-01-02,523652,1129.0,2518.5714285714284,44.64078545332402,-89.73591002144678
24200,USA,Wisconsin,2021-01-03,526245,2593.0,2523.5714285714284,44.64078545332402,-89.73591002144678
24201,USA,Wisconsin,2021-01-04,527871,1626.0,2533.4285714285716,44.64078545332402,-89.73591002144678
24202,USA,Wisconsin,2021-01-05,531890,4019.0,2690.5714285714284,44.64078545332402,-89.73591002144678
24203,USA,Wisconsin,2021-01-06,535999,4109.0,2824.714285714286,44.64078545332402,-89.73591002144678
24204,USA,Wisconsin,2021-01-07,540508,4509.0,2867.1428571428573,44.64078545332402,-89.73591002144678
24205,USA,Wisconsin,2021-01-08,544618,4110.0,3156.4285714285716,44.64078545332402,-89.73591002144678
24206,USA,Wisconsin,2021-01-09,548134,3516.0,3497.4285714285716,44.64078545332402,-89.73591002144678
24207,USA,Wisconsin,2021-01-10,550260,2126.0,3430.714285714286,44.64078545332402,-89.73591002144678
24208,USA,Wisconsin,2021-01-11,551942,1682.0,3438.714285714286,44.64078545332402,-89.73591002144678
24209,USA,Wisconsin,2021-01-12,555249,3307.0,3337.0,44.64078545332402,-89.73591002144678
24210,USA,Wisconsin,2021-01-13,558020,2771.0,3145.8571428571427,44.64078545332402,-89.73591002144678
24211,USA,Wisconsin,2021-01-14,561160,3140.0,2950.285714285714,44.64078545332402,-89.73591002144678
24212,USA,Wisconsin,2021-01-15,563866,2706.0,2749.714285714286,44.64078545332402,-89.73591002144678
24213,USA,Wisconsin,2021-01-16,566275,2409.0,2591.5714285714284,44.64078545332402,-89.73591002144678
24214,USA,Wisconsin,2021-01-17,568166,1891.0,2558.0,44.64078545332402,-89.73591002144678
24215,USA,Wisconsin,2021-01-18,569335,1169.0,2484.714285714286,44.64078545332402,-89.73591002144678
24216,USA,Wisconsin,2021-01-19,571268,1933.0,2288.4285714285716,44.64078545332402,-89.73591002144678
24217,USA,Wisconsin,2021-01-20,573119,1851.0,2157.0,44.64078545332402,-89.73591002144678
24218,USA,Wisconsin,2021-01-21,575688,2569.0,2075.4285714285716,44.64078545332402,-89.73591002144678
24219,USA,Wisconsin,2021-01-22,577991,2303.0,2017.857142857143,44.64078545332402,-89.73591002144678
24220,USA,Wisconsin,2021-01-23,580003,2012.0,1961.142857142857,44.64078545332402,-89.73591002144678
24221,USA,Wisconsin,2021-01-24,581377,1374.0,1887.2857142857142,44.64078545332402,-89.73591002144678
24222,USA,Wisconsin,2021-01-25,582477,1100.0,1877.4285714285713,44.64078545332402,-89.73591002144678
24223,USA,Wisconsin,2021-01-26,584041,1564.0,1824.7142857142858,44.64078545332402,-89.73591002144678
24224,USA,Wisconsin,2021-01-27,585600,1559.0,1783.0,44.64078545332402,-89.73591002144678
24225,USA,Wisconsin,2021-01-28,587580,1980.0,1698.857142857143,44.64078545332402,-89.73591002144678
24226,USA,Wisconsin,2021-01-29,589384,1804.0,1627.5714285714287,44.64078545332402,-89.73591002144678
24227,USA,Wisconsin,2021-01-30,590997,1613.0,1570.5714285714287,44.64078545332402,-89.73591002144678
24228,USA,Wisconsin,2021-01-31,592140,1143.0,1537.5714285714287,44.64078545332402,-89.73591002144678
24229,USA,Wisconsin,2021-02-01,592921,781.0,1492.0,44.64078545332402,-89.73591002144678
24230,USA,Wisconsin,2021-02-02,594217,1296.0,1453.7142857142858,44.64078545332402,-89.73591002144678
24231,USA,Wisconsin,2021-02-03,595756,1539.0,1450.857142857143,44.64078545332402,-89.73591002144678
24232,USA,Wisconsin,2021-02-04,597475,1719.0,1413.5714285714287,44.64078545332402,-89.73591002144678
24233,USA,Wisconsin,2021-02-05,598902,1427.0,1359.7142857142858,44.64078545332402,-89.73591002144678
24234,USA,Wisconsin,2021-02-06,600016,1114.0,1288.4285714285713,44.64078545332402,-89.73591002144678
24235,USA,Wisconsin,2021-02-07,600782,766.0,1234.5714285714287,44.64078545332402,-89.73591002144678
24236,USA,Wisconsin,2021-02-08,601391,609.0,1210.0,44.64078545332402,-89.73591002144678
24237,USA,Wisconsin,2021-02-09,602256,865.0,1148.4285714285713,44.64078545332402,-89.73591002144678
24238,USA,Wisconsin,2021-02-10,603257,1001.0,1071.5714285714287,44.64078545332402,-89.73591002144678
24239,USA,Wisconsin,2021-02-11,604683,1426.0,1029.7142857142858,44.64078545332402,-89.73591002144678
24240,USA,Wisconsin,2021-02-12,605785,1102.0,983.2857142857143,44.64078545332402,-89.73591002144678
24241,USA,Wisconsin,2021-02-13,606651,866.0,947.8571428571429,44.64078545332402,-89.73591002144678
24242,USA,Wisconsin,2021-02-14,607213,562.0,918.7142857142857,44.64078545332402,-89.73591002144678
24243,USA,Wisconsin,2021-02-15,607639,426.0,892.5714285714286,44.64078545332402,-89.73591002144678
24244,USA,Wisconsin,2021-02-16,608420,781.0,880.5714285714286,44.64078545332402,-89.73591002144678
24245,USA,Wisconsin,2021-02-17,609192,772.0,847.8571428571429,44.64078545332402,-89.73591002144678
24246,USA,Wisconsin,2021-02-18,610056,864.0,767.5714285714286,44.64078545332402,-89.73591002144678
24247,USA,Wisconsin,2021-02-19,610974,918.0,741.2857142857143,44.64078545332402,-89.73591002144678
24248,USA,Wisconsin,2021-02-20,611789,815.0,734.0,44.64078545332402,-89.73591002144678
24249,USA,Wisconsin,2021-02-21,612240,451.0,718.1428571428571,44.64078545332402,-89.73591002144678
24250,USA,Wisconsin,2021-02-22,612713,473.0,724.8571428571429,44.64078545332402,-89.73591002144678
24251,USA,Wisconsin,2021-02-23,613427,714.0,715.2857142857143,44.64078545332402,-89.73591002144678
24252,USA,Wisconsin,2021-02-24,614271,844.0,725.5714285714286,44.64078545332402,-89.73591002144678
24253,USA,Wisconsin,2021-02-25,615233,962.0,739.5714285714286,44.64078545332402,-89.73591002144678
24254,USA,Wisconsin,2021-02-26,616029,796.0,722.1428571428571,44.64078545332402,-89.73591002144678
24255,USA,Wisconsin,2021-02-27,616899,870.0,730.0,44.64078545332402,-89.73591002144678
24256,USA,Wisconsin,2021-02-28,617380,481.0,734.2857142857143,44.64078545332402,-89.73591002144678
24257,USA,Wisconsin,2021-03-01,617700,320.0,712.4285714285714,44.64078545332402,-89.73591002144678
24258,USA,Wisconsin,2021-03-02,618310,610.0,697.5714285714286,44.64078545332402,-89.73591002144678
24259,USA,Wisconsin,2021-03-03,619089,779.0,688.2857142857143,44.64078545332402,-89.73591002144678
24260,USA,Wisconsin,2021-03-04,619942,853.0,672.7142857142857,44.64078545332402,-89.73591002144678
24261,USA,Wisconsin,2021-03-05,620663,721.0,662.0,44.64078545332402,-89.73591002144678
24262,USA,Wisconsin,2021-03-06,621277,614.0,625.4285714285714,44.64078545332402,-89.73591002144678
24263,USA,Wisconsin,2021-03-07,621654,377.0,610.5714285714286,44.64078545332402,-89.73591002144678
24264,USA,Wisconsin,2021-03-08,621842,188.0,591.7142857142857,44.64078545332402,-89.73591002144678
24265,USA,Wisconsin,2021-03-09,622444,602.0,590.5714285714286,44.64078545332402,-89.73591002144678
24266,USA,Wisconsin,2021-03-10,623150,706.0,580.1428571428571,44.64078545332402,-89.73591002144678
24267,USA,Wisconsin,2021-03-11,623801,651.0,551.2857142857143,44.64078545332402,-89.73591002144678
24268,USA,Wisconsin,2021-03-12,624508,707.0,549.2857142857143,44.64078545332402,-89.73591002144678
24269,USA,Wisconsin,2021-03-13,625045,537.0,538.2857142857143,44.64078545332402,-89.73591002144678
24270,USA,Wisconsin,2021-03-14,625556,511.0,557.4285714285714,44.64078545332402,-89.73591002144678
24271,USA,Wisconsin,2021-03-15,625888,332.0,578.0,44.64078545332402,-89.73591002144678
24272,USA,Wisconsin,2021-03-16,626537,649.0,584.7142857142857,44.64078545332402,-89.73591002144678
24273,USA,Wisconsin,2021-03-17,627266,729.0,588.0,44.64078545332402,-89.73591002144678
24274,USA,Wisconsin,2021-03-18,627949,683.0,592.5714285714286,44.64078545332402,-89.73591002144678
24275,USA,Wisconsin,2021-03-19,628634,685.0,589.4285714285714,44.64078545332402,-89.73591002144678
24276,USA,Wisconsin,2021-03-20,629167,533.0,588.8571428571429,44.64078545332402,-89.73591002144678
24277,USA,Wisconsin,2021-03-21,629606,439.0,578.5714285714286,44.64078545332402,-89.73591002144678
24278,USA,Wisconsin,2021-03-22,629994,388.0,586.5714285714286,44.64078545332402,-89.73591002144678
24279,USA,Wisconsin,2021-03-23,630040,46.0,500.42857142857144,44.64078545332402,-89.73591002144678
24280,USA,Wisconsin,2021-03-24,631508,1468.0,606.0,44.64078545332402,-89.73591002144678
24281,USA,Wisconsin,2021-03-25,632331,823.0,626.0,44.64078545332402,-89.73591002144678
24282,USA,Wisconsin,2021-03-26,633154,823.0,645.7142857142857,44.64078545332402,-89.73591002144678
24283,USA,Wisconsin,2021-03-27,633846,692.0,668.4285714285714,44.64078545332402,-89.73591002144678
24284,USA,Wisconsin,2021-03-28,634317,471.0,673.0,44.64078545332402,-89.73591002144678
24285,USA,Wisconsin,2021-03-29,634662,345.0,666.8571428571429,44.64078545332402,-89.73591002144678
24286,USA,Wisconsin,2021-03-30,635523,861.0,783.2857142857143,44.64078545332402,-89.73591002144678
24287,USA,Wisconsin,2021-03-31,636250,727.0,677.4285714285714,44.64078545332402,-89.73591002144678
24288,USA,Wisconsin,2021-04-01,637117,867.0,683.7142857142857,44.64078545332402,-89.73591002144678
24289,USA,Wisconsin,2021-04-02,637988,871.0,690.5714285714286,44.64078545332402,-89.73591002144678
24290,USA,Wisconsin,2021-04-03,638777,789.0,704.4285714285714,44.64078545332402,-89.73591002144678
24291,USA,Wisconsin,2021-04-04,639414,637.0,728.1428571428571,44.64078545332402,-89.73591002144678
24292,USA,Wisconsin,2021-04-05,639765,351.0,729.0,44.64078545332402,-89.73591002144678
24293,USA,Wisconsin,2021-04-06,640913,1148.0,770.0,44.64078545332402,-89.73591002144678
24294,USA,Wisconsin,2021-04-07,641851,938.0,800.1428571428571,44.64078545332402,-89.73591002144678
24295,USA,Wisconsin,2021-04-08,642966,1115.0,835.5714285714286,44.64078545332402,-89.73591002144678
24296,USA,Wisconsin,2021-04-09,644160,1194.0,881.7142857142857,44.64078545332402,-89.73591002144678
24297,USA,Wisconsin,2021-04-10,645081,921.0,900.5714285714286,44.64078545332402,-89.73591002144678
24298,USA,Wisconsin,2021-04-11,645693,612.0,897.0,44.64078545332402,-89.73591002144678
24299,USA,Wisconsin,2021-04-12,646176,483.0,915.8571428571429,44.64078545332402,-89.73591002144678
24300,USA,Wisconsin,2021-04-13,647301,1125.0,912.5714285714286,44.64078545332402,-89.73591002144678
24301,USA,Wisconsin,2021-04-14,648304,1003.0,921.8571428571429,44.64078545332402,-89.73591002144678
24302,USA,Wisconsin,2021-04-15,649388,1084.0,917.4285714285714,44.64078545332402,-89.73591002144678
24303,USA,Wisconsin,2021-04-16,650291,903.0,875.8571428571429,44.64078545332402,-89.73591002144678
24304,USA,Wisconsin,2021-04-17,651136,845.0,865.0,44.64078545332402,-89.73591002144678
24305,USA,Wisconsin,2021-04-18,651739,603.0,863.7142857142857,44.64078545332402,-89.73591002144678
24306,USA,Wisconsin,2021-04-19,652158,419.0,854.5714285714286,44.64078545332402,-89.73591002144678
24307,USA,Wisconsin,2021-04-20,653091,933.0,827.1428571428571,44.64078545332402,-89.73591002144678
24308,USA,Wisconsin,2021-04-21,653853,762.0,792.7142857142857,44.64078545332402,-89.73591002144678
24309,USA,Wisconsin,2021-04-22,654681,828.0,756.1428571428571,44.64078545332402,-89.73591002144678
24310,USA,Wisconsin,2021-04-23,655560,879.0,752.7142857142857,44.64078545332402,-89.73591002144678
24311,USA,Wisconsin,2021-04-24,656203,643.0,723.8571428571429,44.64078545332402,-89.73591002144678
24312,USA,Wisconsin,2021-04-25,656668,465.0,704.1428571428571,44.64078545332402,-89.73591002144678
24313,USA,Wisconsin,2021-04-26,657144,476.0,712.2857142857143,44.64078545332402,-89.73591002144678
24314,USA,Wisconsin,2021-04-27,658084,940.0,713.2857142857143,44.64078545332402,-89.73591002144678
24315,USA,Wisconsin,2021-04-28,658908,824.0,722.1428571428571,44.64078545332402,-89.73591002144678
24316,USA,Wisconsin,2021-04-29,659812,904.0,733.0,44.64078545332402,-89.73591002144678
24317,USA,Wisconsin,2021-04-30,660662,850.0,728.8571428571429,44.64078545332402,-89.73591002144678
24318,USA,Wisconsin,2021-05-01,661414,752.0,744.4285714285714,44.64078545332402,-89.73591002144678
24319,USA,Wisconsin,2021-05-02,661890,476.0,746.0,44.64078545332402,-89.73591002144678
24320,USA,Wisconsin,2021-05-03,662281,391.0,733.8571428571429,44.64078545332402,-89.73591002144678
24321,USA,Wisconsin,2021-05-04,663105,824.0,717.2857142857143,44.64078545332402,-89.73591002144678
24322,USA,Wisconsin,2021-05-05,663880,775.0,710.2857142857143,44.64078545332402,-89.73591002144678
24323,USA,Wisconsin,2021-05-06,664673,793.0,694.4285714285714,44.64078545332402,-89.73591002144678
24324,USA,Wisconsin,2021-05-07,665422,749.0,680.0,44.64078545332402,-89.73591002144678
24325,USA,Wisconsin,2021-05-08,666042,620.0,661.1428571428571,44.64078545332402,-89.73591002144678
24326,USA,Wisconsin,2021-05-09,666381,339.0,641.5714285714286,44.64078545332402,-89.73591002144678
24327,USA,Wisconsin,2021-05-10,666613,232.0,618.8571428571429,44.64078545332402,-89.73591002144678
24328,USA,Wisconsin,2021-05-11,667187,574.0,583.1428571428571,44.64078545332402,-89.73591002144678
24329,USA,Wisconsin,2021-05-12,667850,663.0,567.1428571428571,44.64078545332402,-89.73591002144678
24330,USA,Wisconsin,2021-05-13,668421,571.0,535.4285714285714,44.64078545332402,-89.73591002144678
24331,USA,Wisconsin,2021-05-14,669018,597.0,513.7142857142857,44.64078545332402,-89.73591002144678
24332,USA,Wisconsin,2021-05-15,669636,618.0,513.4285714285714,44.64078545332402,-89.73591002144678
24333,USA,Wisconsin,2021-05-16,669636,0.0,465.0,44.64078545332402,-89.73591002144678
24334,USA,Wisconsin,2021-05-17,670017,381.0,486.2857142857143,44.64078545332402,-89.73591002144678
24335,USA,Wisconsin,2021-05-18,670575,558.0,484.0,44.64078545332402,-89.73591002144678
24336,USA,Wisconsin,2021-05-19,671089,514.0,462.7142857142857,44.64078545332402,-89.73591002144678
24337,USA,Wisconsin,2021-05-20,671658,569.0,462.42857142857144,44.64078545332402,-89.73591002144678
24338,USA,Wisconsin,2021-05-21,672122,464.0,443.42857142857144,44.64078545332402,-89.73591002144678
24339,USA,Wisconsin,2021-05-22,672476,354.0,405.7142857142857,44.64078545332402,-89.73591002144678
24340,USA,Wisconsin,2021-05-23,672632,156.0,428.0,44.64078545332402,-89.73591002144678
24341,USA,Wisconsin,2021-05-24,672801,169.0,397.7142857142857,44.64078545332402,-89.73591002144678
24342,USA,Wisconsin,2021-05-25,673236,435.0,380.14285714285717,44.64078545332402,-89.73591002144678
24343,USA,Wisconsin,2021-05-26,673601,365.0,358.85714285714283,44.64078545332402,-89.73591002144678
24344,USA,Wisconsin,2021-05-27,673951,350.0,327.57142857142856,44.64078545332402,-89.73591002144678
24345,USA,Wisconsin,2021-05-28,674216,265.0,299.14285714285717,44.64078545332402,-89.73591002144678
24346,USA,Wisconsin,2021-05-29,674216,0.0,248.57142857142858,44.64078545332402,-89.73591002144678
24347,USA,Wisconsin,2021-05-30,674216,0.0,226.28571428571428,44.64078545332402,-89.73591002144678
24348,USA,Wisconsin,2021-05-31,674630,414.0,261.2857142857143,44.64078545332402,-89.73591002144678
24349,USA,Wisconsin,2021-06-01,674693,63.0,208.14285714285714,44.64078545332402,-89.73591002144678
24350,USA,Wisconsin,2021-06-02,674952,259.0,193.0,44.64078545332402,-89.73591002144678
24351,USA,Wisconsin,2021-06-03,675152,200.0,171.57142857142858,44.64078545332402,-89.73591002144678
24352,USA,Wisconsin,2021-06-04,675363,211.0,163.85714285714286,44.64078545332402,-89.73591002144678
24353,USA,Wisconsin,2021-06-05,675363,0.0,163.85714285714286,44.64078545332402,-89.73591002144678
24354,USA,Wisconsin,2021-06-06,675363,0.0,163.85714285714286,44.64078545332402,-89.73591002144678
24355,USA,Wisconsin,2021-06-07,675661,298.0,147.28571428571428,44.64078545332402,-89.73591002144678
24356,USA,Wisconsin,2021-06-08,675863,202.0,167.14285714285714,44.64078545332402,-89.73591002144678
24357,USA,Wisconsin,2021-06-09,675993,130.0,148.71428571428572,44.64078545332402,-89.73591002144678
24358,USA,Wisconsin,2021-06-10,676178,185.0,146.57142857142858,44.64078545332402,-89.73591002144678
24359,USA,Wisconsin,2021-06-11,676288,110.0,132.14285714285714,44.64078545332402,-89.73591002144678
24360,USA,Wisconsin,2021-06-12,676288,0.0,132.14285714285714,44.64078545332402,-89.73591002144678
24361,USA,Wisconsin,2021-06-13,676288,0.0,132.14285714285714,44.64078545332402,-89.73591002144678
24362,USA,Wisconsin,2021-06-14,676489,201.0,118.28571428571429,44.64078545332402,-89.73591002144678
24363,USA,Wisconsin,2021-06-15,676619,130.0,108.0,44.64078545332402,-89.73591002144678
24364,USA,Wisconsin,2021-06-16,676655,36.0,94.57142857142857,44.64078545332402,-89.73591002144678
24365,USA,Wisconsin,2021-06-17,676763,108.0,83.57142857142857,44.64078545332402,-89.73591002144678
24366,USA,Wisconsin,2021-06-18,676885,122.0,85.28571428571429,44.64078545332402,-89.73591002144678
24367,USA,Wisconsin,2021-06-19,676885,0.0,85.28571428571429,44.64078545332402,-89.73591002144678
24368,USA,Wisconsin,2021-06-20,676885,0.0,85.28571428571429,44.64078545332402,-89.73591002144678
24369,USA,Wisconsin,2021-06-21,677030,145.0,77.28571428571429,44.64078545332402,-89.73591002144678
24370,USA,Wisconsin,2021-06-22,677143,113.0,74.85714285714286,44.64078545332402,-89.73591002144678
24371,USA,Wisconsin,2021-06-23,677256,113.0,85.85714285714286,44.64078545332402,-89.73591002144678
24372,USA,Wisconsin,2021-06-24,677398,142.0,90.71428571428571,44.64078545332402,-89.73591002144678
24373,USA,Wisconsin,2021-06-25,677464,66.0,82.71428571428571,44.64078545332402,-89.73591002144678
24374,USA,Wisconsin,2021-06-26,677464,0.0,82.71428571428571,44.64078545332402,-89.73591002144678
24375,USA,Wisconsin,2021-06-27,677464,0.0,82.71428571428571,44.64078545332402,-89.73591002144678
24376,USA,Wisconsin,2021-06-28,677608,144.0,82.57142857142857,44.64078545332402,-89.73591002144678
24377,USA,Wisconsin,2021-06-29,677743,135.0,85.71428571428571,44.64078545332402,-89.73591002144678
24378,USA,Wisconsin,2021-06-30,677833,90.0,82.42857142857143,44.64078545332402,-89.73591002144678
24379,USA,Wisconsin,2021-07-01,677952,119.0,79.14285714285714,44.64078545332402,-89.73591002144678
24380,USA,Wyoming,2020-03-11,1,0.0,,43.00029144263083,-107.5509609039182
24381,USA,Wyoming,2020-03-12,1,0.0,,43.00029144263083,-107.5509609039182
24382,USA,Wyoming,2020-03-13,2,1.0,,43.00029144263083,-107.5509609039182
24383,USA,Wyoming,2020-03-14,3,1.0,,43.00029144263083,-107.5509609039182
24384,USA,Wyoming,2020-03-15,3,0.0,,43.00029144263083,-107.5509609039182
24385,USA,Wyoming,2020-03-16,10,7.0,,43.00029144263083,-107.5509609039182
24386,USA,Wyoming,2020-03-17,15,5.0,2.0,43.00029144263083,-107.5509609039182
24387,USA,Wyoming,2020-03-18,17,2.0,2.2857142857142856,43.00029144263083,-107.5509609039182
24388,USA,Wyoming,2020-03-19,18,1.0,2.4285714285714284,43.00029144263083,-107.5509609039182
24389,USA,Wyoming,2020-03-20,22,4.0,2.857142857142857,43.00029144263083,-107.5509609039182
24390,USA,Wyoming,2020-03-21,24,2.0,3.0,43.00029144263083,-107.5509609039182
24391,USA,Wyoming,2020-03-22,26,2.0,3.2857142857142856,43.00029144263083,-107.5509609039182
24392,USA,Wyoming,2020-03-23,28,2.0,2.5714285714285716,43.00029144263083,-107.5509609039182
24393,USA,Wyoming,2020-03-24,37,9.0,3.142857142857143,43.00029144263083,-107.5509609039182
24394,USA,Wyoming,2020-03-25,49,12.0,4.571428571428571,43.00029144263083,-107.5509609039182
24395,USA,Wyoming,2020-03-26,56,7.0,5.428571428571429,43.00029144263083,-107.5509609039182
24396,USA,Wyoming,2020-03-27,74,18.0,7.428571428571429,43.00029144263083,-107.5509609039182
24397,USA,Wyoming,2020-03-28,85,11.0,8.714285714285714,43.00029144263083,-107.5509609039182
24398,USA,Wyoming,2020-03-29,88,3.0,8.857142857142858,43.00029144263083,-107.5509609039182
24399,USA,Wyoming,2020-03-30,96,8.0,9.714285714285714,43.00029144263083,-107.5509609039182
24400,USA,Wyoming,2020-03-31,121,25.0,12.0,43.00029144263083,-107.5509609039182
24401,USA,Wyoming,2020-04-01,138,17.0,12.714285714285714,43.00029144263083,-107.5509609039182
24402,USA,Wyoming,2020-04-02,154,16.0,14.0,43.00029144263083,-107.5509609039182
24403,USA,Wyoming,2020-04-03,167,13.0,13.285714285714286,43.00029144263083,-107.5509609039182
24404,USA,Wyoming,2020-04-04,189,22.0,14.857142857142858,43.00029144263083,-107.5509609039182
24405,USA,Wyoming,2020-04-05,200,11.0,16.0,43.00029144263083,-107.5509609039182
24406,USA,Wyoming,2020-04-06,213,13.0,16.714285714285715,43.00029144263083,-107.5509609039182
24407,USA,Wyoming,2020-04-07,221,8.0,14.285714285714286,43.00029144263083,-107.5509609039182
24408,USA,Wyoming,2020-04-08,230,9.0,13.142857142857142,43.00029144263083,-107.5509609039182
24409,USA,Wyoming,2020-04-09,303,73.0,21.285714285714285,43.00029144263083,-107.5509609039182
