,countrycode,adm_area_1,date,confirmed,new_per_day,new_per_day_smooth,latitude,longitude
0,USA,Alabama,2020-03-13,6,6.0,,32.793242436888086,-86.82796680140542
1,USA,Alabama,2020-03-14,12,6.0,,32.793242436888086,-86.82796680140542
2,USA,Alabama,2020-03-15,23,11.0,,32.793242436888086,-86.82796680140542
3,USA,Alabama,2020-03-16,29,6.0,,32.793242436888086,-86.82796680140542
4,USA,Alabama,2020-03-17,39,10.0,,32.793242436888086,-86.82796680140542
5,USA,Alabama,2020-03-18,51,12.0,,32.793242436888086,-86.82796680140542
6,USA,Alabama,2020-03-19,78,27.0,11.142857142857142,32.793242436888086,-86.82796680140542
7,USA,Alabama,2020-03-20,106,28.0,14.285714285714286,32.793242436888086,-86.82796680140542
8,USA,Alabama,2020-03-21,131,25.0,17.0,32.793242436888086,-86.82796680140542
9,USA,Alabama,2020-03-22,157,26.0,19.142857142857142,32.793242436888086,-86.82796680140542
10,USA,Alabama,2020-03-23,196,39.0,23.857142857142858,32.793242436888086,-86.82796680140542
11,USA,Alabama,2020-03-24,242,46.0,29.0,32.793242436888086,-86.82796680140542
12,USA,Alabama,2020-03-25,386,144.0,47.857142857142854,32.793242436888086,-86.82796680140542
13,USA,Alabama,2020-03-26,538,152.0,65.71428571428571,32.793242436888086,-86.82796680140542
14,USA,Alabama,2020-03-27,639,101.0,76.14285714285714,32.793242436888086,-86.82796680140542
15,USA,Alabama,2020-03-28,720,81.0,84.14285714285714,32.793242436888086,-86.82796680140542
16,USA,Alabama,2020-03-29,830,110.0,96.14285714285714,32.793242436888086,-86.82796680140542
17,USA,Alabama,2020-03-30,947,117.0,107.28571428571429,32.793242436888086,-86.82796680140542
18,USA,Alabama,2020-03-31,999,52.0,108.14285714285714,32.793242436888086,-86.82796680140542
19,USA,Alabama,2020-04-01,1108,109.0,103.14285714285714,32.793242436888086,-86.82796680140542
20,USA,Alabama,2020-04-02,1270,162.0,104.57142857142857,32.793242436888086,-86.82796680140542
21,USA,Alabama,2020-04-03,1535,265.0,128.0,32.793242436888086,-86.82796680140542
22,USA,Alabama,2020-04-04,1632,97.0,130.28571428571428,32.793242436888086,-86.82796680140542
23,USA,Alabama,2020-04-05,1840,208.0,144.28571428571428,32.793242436888086,-86.82796680140542
24,USA,Alabama,2020-04-06,2005,165.0,151.14285714285714,32.793242436888086,-86.82796680140542
25,USA,Alabama,2020-04-07,2197,192.0,171.14285714285714,32.793242436888086,-86.82796680140542
26,USA,Alabama,2020-04-08,2498,301.0,198.57142857142858,32.793242436888086,-86.82796680140542
27,USA,Alabama,2020-04-09,2838,340.0,224.0,32.793242436888086,-86.82796680140542
28,USA,Alabama,2020-04-10,3008,170.0,210.42857142857142,32.793242436888086,-86.82796680140542
29,USA,Alabama,2020-04-11,3262,254.0,232.85714285714286,32.793242436888086,-86.82796680140542
30,USA,Alabama,2020-04-12,3583,321.0,249.0,32.793242436888086,-86.82796680140542
31,USA,Alabama,2020-04-13,3805,222.0,257.14285714285717,32.793242436888086,-86.82796680140542
32,USA,Alabama,2020-04-14,3953,148.0,250.85714285714286,32.793242436888086,-86.82796680140542
33,USA,Alabama,2020-04-15,4241,288.0,249.0,32.793242436888086,-86.82796680140542
34,USA,Alabama,2020-04-16,4404,163.0,223.71428571428572,32.793242436888086,-86.82796680140542
35,USA,Alabama,2020-04-17,4572,168.0,223.42857142857142,32.793242436888086,-86.82796680140542
36,USA,Alabama,2020-04-18,4723,151.0,208.71428571428572,32.793242436888086,-86.82796680140542
37,USA,Alabama,2020-04-19,4903,180.0,188.57142857142858,32.793242436888086,-86.82796680140542
38,USA,Alabama,2020-04-20,5078,175.0,181.85714285714286,32.793242436888086,-86.82796680140542
39,USA,Alabama,2020-04-21,5327,249.0,196.28571428571428,32.793242436888086,-86.82796680140542
40,USA,Alabama,2020-04-22,5610,283.0,195.57142857142858,32.793242436888086,-86.82796680140542
41,USA,Alabama,2020-04-23,5832,222.0,204.0,32.793242436888086,-86.82796680140542
42,USA,Alabama,2020-04-24,6026,194.0,207.71428571428572,32.793242436888086,-86.82796680140542
43,USA,Alabama,2020-04-25,6213,187.0,212.85714285714286,32.793242436888086,-86.82796680140542
44,USA,Alabama,2020-04-26,6421,208.0,216.85714285714286,32.793242436888086,-86.82796680140542
45,USA,Alabama,2020-04-27,6539,118.0,208.71428571428572,32.793242436888086,-86.82796680140542
46,USA,Alabama,2020-04-28,6750,211.0,203.28571428571428,32.793242436888086,-86.82796680140542
47,USA,Alabama,2020-04-29,6925,175.0,187.85714285714286,32.793242436888086,-86.82796680140542
48,USA,Alabama,2020-04-30,7068,143.0,176.57142857142858,32.793242436888086,-86.82796680140542
49,USA,Alabama,2020-05-01,7294,226.0,181.14285714285714,32.793242436888086,-86.82796680140542
50,USA,Alabama,2020-05-02,7611,317.0,199.71428571428572,32.793242436888086,-86.82796680140542
51,USA,Alabama,2020-05-03,7888,277.0,209.57142857142858,32.793242436888086,-86.82796680140542
52,USA,Alabama,2020-05-04,8112,224.0,224.71428571428572,32.793242436888086,-86.82796680140542
53,USA,Alabama,2020-05-05,8437,325.0,241.0,32.793242436888086,-86.82796680140542
54,USA,Alabama,2020-05-06,8691,254.0,252.28571428571428,32.793242436888086,-86.82796680140542
55,USA,Alabama,2020-05-07,9046,355.0,282.57142857142856,32.793242436888086,-86.82796680140542
56,USA,Alabama,2020-05-08,9385,339.0,298.7142857142857,32.793242436888086,-86.82796680140542
57,USA,Alabama,2020-05-09,9668,283.0,293.85714285714283,32.793242436888086,-86.82796680140542
58,USA,Alabama,2020-05-10,9889,221.0,285.85714285714283,32.793242436888086,-86.82796680140542
59,USA,Alabama,2020-05-11,10164,275.0,293.14285714285717,32.793242436888086,-86.82796680140542
60,USA,Alabama,2020-05-12,10464,300.0,289.57142857142856,32.793242436888086,-86.82796680140542
61,USA,Alabama,2020-05-13,10700,236.0,287.0,32.793242436888086,-86.82796680140542
62,USA,Alabama,2020-05-14,11101,401.0,293.57142857142856,32.793242436888086,-86.82796680140542
63,USA,Alabama,2020-05-15,11373,272.0,284.0,32.793242436888086,-86.82796680140542
64,USA,Alabama,2020-05-16,11674,301.0,286.57142857142856,32.793242436888086,-86.82796680140542
65,USA,Alabama,2020-05-17,11771,97.0,268.85714285714283,32.793242436888086,-86.82796680140542
66,USA,Alabama,2020-05-18,12086,315.0,274.57142857142856,32.793242436888086,-86.82796680140542
67,USA,Alabama,2020-05-19,12376,290.0,273.14285714285717,32.793242436888086,-86.82796680140542
68,USA,Alabama,2020-05-20,13052,676.0,336.0,32.793242436888086,-86.82796680140542
69,USA,Alabama,2020-05-21,13414,362.0,330.42857142857144,32.793242436888086,-86.82796680140542
70,USA,Alabama,2020-05-22,13670,256.0,328.14285714285717,32.793242436888086,-86.82796680140542
71,USA,Alabama,2020-05-23,14149,479.0,353.57142857142856,32.793242436888086,-86.82796680140542
72,USA,Alabama,2020-05-24,14478,329.0,386.7142857142857,32.793242436888086,-86.82796680140542
73,USA,Alabama,2020-05-25,14986,508.0,414.2857142857143,32.793242436888086,-86.82796680140542
74,USA,Alabama,2020-05-26,15650,664.0,467.7142857142857,32.793242436888086,-86.82796680140542
75,USA,Alabama,2020-05-27,16032,382.0,425.7142857142857,32.793242436888086,-86.82796680140542
76,USA,Alabama,2020-05-28,16530,498.0,445.14285714285717,32.793242436888086,-86.82796680140542
77,USA,Alabama,2020-05-29,17031,501.0,480.14285714285717,32.793242436888086,-86.82796680140542
78,USA,Alabama,2020-05-30,17359,328.0,458.57142857142856,32.793242436888086,-86.82796680140542
79,USA,Alabama,2020-05-31,17952,593.0,496.2857142857143,32.793242436888086,-86.82796680140542
80,USA,Alabama,2020-06-01,18534,582.0,506.85714285714283,32.793242436888086,-86.82796680140542
81,USA,Alabama,2020-06-02,18771,237.0,445.85714285714283,32.793242436888086,-86.82796680140542
82,USA,Alabama,2020-06-03,18851,80.0,402.7142857142857,32.793242436888086,-86.82796680140542
83,USA,Alabama,2020-06-04,19072,221.0,363.14285714285717,32.793242436888086,-86.82796680140542
84,USA,Alabama,2020-06-05,19387,315.0,336.57142857142856,32.793242436888086,-86.82796680140542
85,USA,Alabama,2020-06-06,20043,656.0,383.42857142857144,32.793242436888086,-86.82796680140542
86,USA,Alabama,2020-06-07,20500,457.0,364.0,32.793242436888086,-86.82796680140542
87,USA,Alabama,2020-06-08,20925,425.0,341.57142857142856,32.793242436888086,-86.82796680140542
88,USA,Alabama,2020-06-09,21422,497.0,378.7142857142857,32.793242436888086,-86.82796680140542
89,USA,Alabama,2020-06-10,21989,567.0,448.2857142857143,32.793242436888086,-86.82796680140542
90,USA,Alabama,2020-06-11,22845,856.0,539.0,32.793242436888086,-86.82796680140542
91,USA,Alabama,2020-06-12,23710,865.0,617.5714285714286,32.793242436888086,-86.82796680140542
92,USA,Alabama,2020-06-13,24601,891.0,651.1428571428571,32.793242436888086,-86.82796680140542
93,USA,Alabama,2020-06-14,25615,1014.0,730.7142857142857,32.793242436888086,-86.82796680140542
94,USA,Alabama,2020-06-15,26272,657.0,763.8571428571429,32.793242436888086,-86.82796680140542
95,USA,Alabama,2020-06-16,26912,640.0,784.2857142857143,32.793242436888086,-86.82796680140542
96,USA,Alabama,2020-06-17,27312,400.0,760.4285714285714,32.793242436888086,-86.82796680140542
97,USA,Alabama,2020-06-18,28206,894.0,765.8571428571429,32.793242436888086,-86.82796680140542
98,USA,Alabama,2020-06-19,29002,796.0,756.0,32.793242436888086,-86.82796680140542
99,USA,Alabama,2020-06-20,29549,547.0,706.8571428571429,32.793242436888086,-86.82796680140542
100,USA,Alabama,2020-06-21,30021,472.0,629.4285714285714,32.793242436888086,-86.82796680140542
101,USA,Alabama,2020-06-22,30454,433.0,597.4285714285714,32.793242436888086,-86.82796680140542
102,USA,Alabama,2020-06-23,31097,643.0,597.8571428571429,32.793242436888086,-86.82796680140542
103,USA,Alabama,2020-06-24,32064,967.0,678.8571428571429,32.793242436888086,-86.82796680140542
104,USA,Alabama,2020-06-25,33206,1142.0,714.2857142857143,32.793242436888086,-86.82796680140542
105,USA,Alabama,2020-06-26,34183,977.0,740.1428571428571,32.793242436888086,-86.82796680140542
106,USA,Alabama,2020-06-27,35083,900.0,790.5714285714286,32.793242436888086,-86.82796680140542
107,USA,Alabama,2020-06-28,35441,358.0,774.2857142857143,32.793242436888086,-86.82796680140542
108,USA,Alabama,2020-06-29,37175,1734.0,960.1428571428571,32.793242436888086,-86.82796680140542
109,USA,Alabama,2020-06-30,38045,870.0,992.5714285714286,32.793242436888086,-86.82796680140542
110,USA,Alabama,2020-07-01,38962,917.0,985.4285714285714,32.793242436888086,-86.82796680140542
111,USA,Alabama,2020-07-02,40111,1149.0,986.4285714285714,32.793242436888086,-86.82796680140542
112,USA,Alabama,2020-07-03,41865,1754.0,1097.4285714285713,32.793242436888086,-86.82796680140542
113,USA,Alabama,2020-07-04,42862,997.0,1111.2857142857142,32.793242436888086,-86.82796680140542
114,USA,Alabama,2020-07-05,43953,1091.0,1216.0,32.793242436888086,-86.82796680140542
115,USA,Alabama,2020-07-06,44878,925.0,1100.4285714285713,32.793242436888086,-86.82796680140542
116,USA,Alabama,2020-07-07,45785,907.0,1105.7142857142858,32.793242436888086,-86.82796680140542
117,USA,Alabama,2020-07-08,46962,1177.0,1142.857142857143,32.793242436888086,-86.82796680140542
118,USA,Alabama,2020-07-09,49174,2212.0,1294.7142857142858,32.793242436888086,-86.82796680140542
119,USA,Alabama,2020-07-10,50508,1334.0,1234.7142857142858,32.793242436888086,-86.82796680140542
120,USA,Alabama,2020-07-11,51947,1439.0,1297.857142857143,32.793242436888086,-86.82796680140542
121,USA,Alabama,2020-07-12,53587,1640.0,1376.2857142857142,32.793242436888086,-86.82796680140542
122,USA,Alabama,2020-07-13,55545,1958.0,1523.857142857143,32.793242436888086,-86.82796680140542
123,USA,Alabama,2020-07-14,57255,1710.0,1638.5714285714287,32.793242436888086,-86.82796680140542
124,USA,Alabama,2020-07-15,59067,1812.0,1729.2857142857142,32.793242436888086,-86.82796680140542
125,USA,Alabama,2020-07-16,61088,2021.0,1702.0,32.793242436888086,-86.82796680140542
126,USA,Alabama,2020-07-17,63091,2003.0,1797.5714285714287,32.793242436888086,-86.82796680140542
127,USA,Alabama,2020-07-18,65234,2143.0,1898.142857142857,32.793242436888086,-86.82796680140542
128,USA,Alabama,2020-07-19,67011,1777.0,1917.7142857142858,32.793242436888086,-86.82796680140542
129,USA,Alabama,2020-07-20,68891,1880.0,1906.5714285714287,32.793242436888086,-86.82796680140542
130,USA,Alabama,2020-07-21,70358,1467.0,1871.857142857143,32.793242436888086,-86.82796680140542
131,USA,Alabama,2020-07-22,71813,1455.0,1820.857142857143,32.793242436888086,-86.82796680140542
132,USA,Alabama,2020-07-23,74212,2399.0,1874.857142857143,32.793242436888086,-86.82796680140542
133,USA,Alabama,2020-07-24,76005,1793.0,1844.857142857143,32.793242436888086,-86.82796680140542
134,USA,Alabama,2020-07-25,78130,2125.0,1842.2857142857142,32.793242436888086,-86.82796680140542
135,USA,Alabama,2020-07-26,79294,1164.0,1754.7142857142858,32.793242436888086,-86.82796680140542
136,USA,Alabama,2020-07-27,81115,1821.0,1746.2857142857142,32.793242436888086,-86.82796680140542
137,USA,Alabama,2020-07-28,82366,1251.0,1715.4285714285713,32.793242436888086,-86.82796680140542
138,USA,Alabama,2020-07-29,83782,1416.0,1709.857142857143,32.793242436888086,-86.82796680140542
139,USA,Alabama,2020-07-30,85762,1980.0,1650.0,32.793242436888086,-86.82796680140542
140,USA,Alabama,2020-07-31,87723,1961.0,1674.0,32.793242436888086,-86.82796680140542
141,USA,Alabama,2020-08-01,89349,1626.0,1602.7142857142858,32.793242436888086,-86.82796680140542
142,USA,Alabama,2020-08-02,91444,2095.0,1735.7142857142858,32.793242436888086,-86.82796680140542
143,USA,Alabama,2020-08-03,92661,1217.0,1649.4285714285713,32.793242436888086,-86.82796680140542
144,USA,Alabama,2020-08-04,93702,1041.0,1619.4285714285713,32.793242436888086,-86.82796680140542
145,USA,Alabama,2020-08-05,94654,952.0,1553.142857142857,32.793242436888086,-86.82796680140542
146,USA,Alabama,2020-08-06,96592,1938.0,1547.142857142857,32.793242436888086,-86.82796680140542
147,USA,Alabama,2020-08-07,98301,1709.0,1511.142857142857,32.793242436888086,-86.82796680140542
148,USA,Alabama,2020-08-08,100173,1872.0,1546.2857142857142,32.793242436888086,-86.82796680140542
149,USA,Alabama,2020-08-09,101334,1161.0,1412.857142857143,32.793242436888086,-86.82796680140542
150,USA,Alabama,2020-08-10,103020,1686.0,1479.857142857143,32.793242436888086,-86.82796680140542
151,USA,Alabama,2020-08-11,103851,831.0,1449.857142857143,32.793242436888086,-86.82796680140542
152,USA,Alabama,2020-08-12,104786,935.0,1447.4285714285713,32.793242436888086,-86.82796680140542
153,USA,Alabama,2020-08-13,105557,771.0,1280.7142857142858,32.793242436888086,-86.82796680140542
154,USA,Alabama,2020-08-14,106309,752.0,1144.0,32.793242436888086,-86.82796680140542
155,USA,Alabama,2020-08-15,107580,1271.0,1058.142857142857,32.793242436888086,-86.82796680140542
156,USA,Alabama,2020-08-16,108433,853.0,1014.1428571428571,32.793242436888086,-86.82796680140542
157,USA,Alabama,2020-08-17,109004,571.0,854.8571428571429,32.793242436888086,-86.82796680140542
158,USA,Alabama,2020-08-18,110361,1357.0,930.0,32.793242436888086,-86.82796680140542
159,USA,Alabama,2020-08-19,111478,1117.0,956.0,32.793242436888086,-86.82796680140542
160,USA,Alabama,2020-08-20,112449,971.0,984.5714285714286,32.793242436888086,-86.82796680140542
161,USA,Alabama,2020-08-21,113632,1183.0,1046.142857142857,32.793242436888086,-86.82796680140542
162,USA,Alabama,2020-08-22,114532,900.0,993.1428571428571,32.793242436888086,-86.82796680140542
163,USA,Alabama,2020-08-23,115060,528.0,946.7142857142857,32.793242436888086,-86.82796680140542
164,USA,Alabama,2020-08-24,116710,1650.0,1100.857142857143,32.793242436888086,-86.82796680140542
165,USA,Alabama,2020-08-25,117242,532.0,983.0,32.793242436888086,-86.82796680140542
166,USA,Alabama,2020-08-26,119254,2012.0,1110.857142857143,32.793242436888086,-86.82796680140542
167,USA,Alabama,2020-08-27,121023,1769.0,1224.857142857143,32.793242436888086,-86.82796680140542
168,USA,Alabama,2020-08-28,122185,1162.0,1221.857142857143,32.793242436888086,-86.82796680140542
169,USA,Alabama,2020-08-29,123889,1704.0,1336.7142857142858,32.793242436888086,-86.82796680140542
170,USA,Alabama,2020-08-30,125235,1346.0,1453.5714285714287,32.793242436888086,-86.82796680140542
171,USA,Alabama,2020-08-31,126058,823.0,1335.4285714285713,32.793242436888086,-86.82796680140542
172,USA,Alabama,2020-09-01,127616,1558.0,1482.0,32.793242436888086,-86.82796680140542
173,USA,Alabama,2020-09-02,128239,623.0,1283.5714285714287,32.793242436888086,-86.82796680140542
174,USA,Alabama,2020-09-03,129285,1046.0,1180.2857142857142,32.793242436888086,-86.82796680140542
175,USA,Alabama,2020-09-04,130393,1108.0,1172.5714285714287,32.793242436888086,-86.82796680140542
176,USA,Alabama,2020-09-05,131803,1410.0,1130.5714285714287,32.793242436888086,-86.82796680140542
177,USA,Alabama,2020-09-06,132314,511.0,1011.2857142857143,32.793242436888086,-86.82796680140542
178,USA,Alabama,2020-09-07,132973,659.0,987.8571428571429,32.793242436888086,-86.82796680140542
179,USA,Alabama,2020-09-08,133606,633.0,855.7142857142857,32.793242436888086,-86.82796680140542
180,USA,Alabama,2020-09-09,134417,811.0,882.5714285714286,32.793242436888086,-86.82796680140542
181,USA,Alabama,2020-09-10,135565,1148.0,897.1428571428571,32.793242436888086,-86.82796680140542
182,USA,Alabama,2020-09-11,136703,1138.0,901.4285714285714,32.793242436888086,-86.82796680140542
183,USA,Alabama,2020-09-12,137646,943.0,834.7142857142857,32.793242436888086,-86.82796680140542
184,USA,Alabama,2020-09-13,138755,1109.0,920.1428571428571,32.793242436888086,-86.82796680140542
185,USA,Alabama,2020-09-14,139459,704.0,926.5714285714286,32.793242436888086,-86.82796680140542
186,USA,Alabama,2020-09-15,140160,701.0,936.2857142857143,32.793242436888086,-86.82796680140542
187,USA,Alabama,2020-09-16,141087,927.0,952.8571428571429,32.793242436888086,-86.82796680140542
188,USA,Alabama,2020-09-17,141757,670.0,884.5714285714286,32.793242436888086,-86.82796680140542
189,USA,Alabama,2020-09-18,142863,1106.0,880.0,32.793242436888086,-86.82796680140542
190,USA,Alabama,2020-09-19,144164,1301.0,931.1428571428571,32.793242436888086,-86.82796680140542
191,USA,Alabama,2020-09-20,144962,798.0,886.7142857142857,32.793242436888086,-86.82796680140542
192,USA,Alabama,2020-09-21,145780,818.0,903.0,32.793242436888086,-86.82796680140542
193,USA,Alabama,2020-09-22,146584,804.0,917.7142857142857,32.793242436888086,-86.82796680140542
194,USA,Alabama,2020-09-23,147153,569.0,866.5714285714286,32.793242436888086,-86.82796680140542
195,USA,Alabama,2020-09-24,148206,1053.0,921.2857142857143,32.793242436888086,-86.82796680140542
196,USA,Alabama,2020-09-25,150658,2452.0,1113.5714285714287,32.793242436888086,-86.82796680140542
197,USA,Alabama,2020-09-26,151591,933.0,1061.0,32.793242436888086,-86.82796680140542
198,USA,Alabama,2020-09-27,152321,730.0,1051.2857142857142,32.793242436888086,-86.82796680140542
199,USA,Alabama,2020-09-28,152983,662.0,1029.0,32.793242436888086,-86.82796680140542
200,USA,Alabama,2020-09-29,153554,571.0,995.7142857142857,32.793242436888086,-86.82796680140542
201,USA,Alabama,2020-09-30,154701,1147.0,1078.2857142857142,32.793242436888086,-86.82796680140542
202,USA,Alabama,2020-10-01,155744,1043.0,1076.857142857143,32.793242436888086,-86.82796680140542
203,USA,Alabama,2020-10-02,156698,954.0,862.8571428571429,32.793242436888086,-86.82796680140542
204,USA,Alabama,2020-10-03,158380,1682.0,969.8571428571429,32.793242436888086,-86.82796680140542
205,USA,Alabama,2020-10-04,159169,789.0,978.2857142857143,32.793242436888086,-86.82796680140542
206,USA,Alabama,2020-10-05,159713,544.0,961.4285714285714,32.793242436888086,-86.82796680140542
207,USA,Alabama,2020-10-06,160477,764.0,989.0,32.793242436888086,-86.82796680140542
208,USA,Alabama,2020-10-07,161418,941.0,959.5714285714286,32.793242436888086,-86.82796680140542
209,USA,Alabama,2020-10-08,161975,557.0,890.1428571428571,32.793242436888086,-86.82796680140542
210,USA,Alabama,2020-10-09,163465,1490.0,966.7142857142857,32.793242436888086,-86.82796680140542
211,USA,Alabama,2020-10-10,164526,1061.0,878.0,32.793242436888086,-86.82796680140542
212,USA,Alabama,2020-10-11,165342,816.0,881.8571428571429,32.793242436888086,-86.82796680140542
213,USA,Alabama,2020-10-12,166076,734.0,909.0,32.793242436888086,-86.82796680140542
214,USA,Alabama,2020-10-13,167193,1117.0,959.4285714285714,32.793242436888086,-86.82796680140542
215,USA,Alabama,2020-10-14,167977,784.0,937.0,32.793242436888086,-86.82796680140542
216,USA,Alabama,2020-10-15,169162,1185.0,1026.7142857142858,32.793242436888086,-86.82796680140542
217,USA,Alabama,2020-10-16,170374,1212.0,987.0,32.793242436888086,-86.82796680140542
218,USA,Alabama,2020-10-17,171662,1288.0,1019.4285714285714,32.793242436888086,-86.82796680140542
219,USA,Alabama,2020-10-18,172626,964.0,1040.5714285714287,32.793242436888086,-86.82796680140542
220,USA,Alabama,2020-10-19,173485,859.0,1058.4285714285713,32.793242436888086,-86.82796680140542
221,USA,Alabama,2020-10-20,174528,1043.0,1047.857142857143,32.793242436888086,-86.82796680140542
222,USA,Alabama,2020-10-21,175674,1146.0,1099.5714285714287,32.793242436888086,-86.82796680140542
223,USA,Alabama,2020-10-22,177064,1390.0,1128.857142857143,32.793242436888086,-86.82796680140542
224,USA,Alabama,2020-10-23,180916,3852.0,1506.0,32.793242436888086,-86.82796680140542
225,USA,Alabama,2020-10-24,183276,2360.0,1659.142857142857,32.793242436888086,-86.82796680140542
226,USA,Alabama,2020-10-25,184355,1079.0,1675.5714285714287,32.793242436888086,-86.82796680140542
227,USA,Alabama,2020-10-26,185322,967.0,1691.0,32.793242436888086,-86.82796680140542
228,USA,Alabama,2020-10-27,186437,1115.0,1701.2857142857142,32.793242436888086,-86.82796680140542
229,USA,Alabama,2020-10-28,187706,1269.0,1718.857142857143,32.793242436888086,-86.82796680140542
230,USA,Alabama,2020-10-29,189149,1443.0,1726.4285714285713,32.793242436888086,-86.82796680140542
231,USA,Alabama,2020-10-30,190496,1347.0,1368.5714285714287,32.793242436888086,-86.82796680140542
232,USA,Alabama,2020-10-31,192285,1789.0,1287.0,32.793242436888086,-86.82796680140542
233,USA,Alabama,2020-11-01,193985,1700.0,1375.7142857142858,32.793242436888086,-86.82796680140542
234,USA,Alabama,2020-11-02,194892,907.0,1367.142857142857,32.793242436888086,-86.82796680140542
235,USA,Alabama,2020-11-03,195929,1037.0,1356.0,32.793242436888086,-86.82796680140542
236,USA,Alabama,2020-11-04,197777,1848.0,1438.7142857142858,32.793242436888086,-86.82796680140542
237,USA,Alabama,2020-11-05,199158,1381.0,1429.857142857143,32.793242436888086,-86.82796680140542
238,USA,Alabama,2020-11-06,200714,1556.0,1459.7142857142858,32.793242436888086,-86.82796680140542
239,USA,Alabama,2020-11-07,202482,1768.0,1456.7142857142858,32.793242436888086,-86.82796680140542
240,USA,Alabama,2020-11-08,203687,1205.0,1386.0,32.793242436888086,-86.82796680140542
241,USA,Alabama,2020-11-09,204857,1170.0,1423.5714285714287,32.793242436888086,-86.82796680140542
242,USA,Alabama,2020-11-10,206567,1710.0,1519.7142857142858,32.793242436888086,-86.82796680140542
243,USA,Alabama,2020-11-11,208637,2070.0,1551.4285714285713,32.793242436888086,-86.82796680140542
244,USA,Alabama,2020-11-12,210637,2000.0,1639.857142857143,32.793242436888086,-86.82796680140542
245,USA,Alabama,2020-11-13,213617,2980.0,1843.2857142857142,32.793242436888086,-86.82796680140542
246,USA,Alabama,2020-11-14,215843,2226.0,1908.7142857142858,32.793242436888086,-86.82796680140542
247,USA,Alabama,2020-11-15,217822,1979.0,2019.2857142857142,32.793242436888086,-86.82796680140542
248,USA,Alabama,2020-11-16,219232,1410.0,2053.5714285714284,32.793242436888086,-86.82796680140542
249,USA,Alabama,2020-11-17,220848,1616.0,2040.142857142857,32.793242436888086,-86.82796680140542
250,USA,Alabama,2020-11-18,223486,2638.0,2121.285714285714,32.793242436888086,-86.82796680140542
251,USA,Alabama,2020-11-19,225910,2424.0,2181.8571428571427,32.793242436888086,-86.82796680140542
252,USA,Alabama,2020-11-20,228373,2463.0,2108.0,32.793242436888086,-86.82796680140542
253,USA,Alabama,2020-11-21,230708,2335.0,2123.5714285714284,32.793242436888086,-86.82796680140542
254,USA,Alabama,2020-11-22,232506,1798.0,2097.714285714286,32.793242436888086,-86.82796680140542
255,USA,Alabama,2020-11-23,234080,1574.0,2121.1428571428573,32.793242436888086,-86.82796680140542
256,USA,Alabama,2020-11-24,236865,2785.0,2288.1428571428573,32.793242436888086,-86.82796680140542
257,USA,Alabama,2020-11-25,239318,2453.0,2261.714285714286,32.793242436888086,-86.82796680140542
258,USA,Alabama,2020-11-26,241957,2639.0,2292.4285714285716,32.793242436888086,-86.82796680140542
259,USA,Alabama,2020-11-27,242874,917.0,2071.5714285714284,32.793242436888086,-86.82796680140542
260,USA,Alabama,2020-11-28,244993,2119.0,2040.7142857142858,32.793242436888086,-86.82796680140542
261,USA,Alabama,2020-11-29,247229,2236.0,2103.285714285714,32.793242436888086,-86.82796680140542
262,USA,Alabama,2020-11-30,249524,2295.0,2206.285714285714,32.793242436888086,-86.82796680140542
263,USA,Alabama,2020-12-01,252900,3376.0,2290.714285714286,32.793242436888086,-86.82796680140542
264,USA,Alabama,2020-12-02,256828,3928.0,2501.4285714285716,32.793242436888086,-86.82796680140542
265,USA,Alabama,2020-12-03,260359,3531.0,2628.8571428571427,32.793242436888086,-86.82796680140542
266,USA,Alabama,2020-12-04,264199,3840.0,3046.4285714285716,32.793242436888086,-86.82796680140542
267,USA,Alabama,2020-12-05,267589,3390.0,3228.0,32.793242436888086,-86.82796680140542
268,USA,Alabama,2020-12-06,269877,2288.0,3235.4285714285716,32.793242436888086,-86.82796680140542
269,USA,Alabama,2020-12-07,272229,2352.0,3243.5714285714284,32.793242436888086,-86.82796680140542
270,USA,Alabama,2020-12-08,276665,4436.0,3395.0,32.793242436888086,-86.82796680140542
271,USA,Alabama,2020-12-09,280187,3522.0,3337.0,32.793242436888086,-86.82796680140542
272,USA,Alabama,2020-12-10,284922,4735.0,3509.0,32.793242436888086,-86.82796680140542
273,USA,Alabama,2020-12-11,288775,3853.0,3510.8571428571427,32.793242436888086,-86.82796680140542
274,USA,Alabama,2020-12-12,292841,4066.0,3607.4285714285716,32.793242436888086,-86.82796680140542
275,USA,Alabama,2020-12-13,295631,2790.0,3679.1428571428573,32.793242436888086,-86.82796680140542
276,USA,Alabama,2020-12-14,297895,2264.0,3666.5714285714284,32.793242436888086,-86.82796680140542
277,USA,Alabama,2020-12-15,301533,3638.0,3552.5714285714284,32.793242436888086,-86.82796680140542
278,USA,Alabama,2020-12-16,305640,4107.0,3636.1428571428573,32.793242436888086,-86.82796680140542
279,USA,Alabama,2020-12-17,310335,4695.0,3630.4285714285716,32.793242436888086,-86.82796680140542
280,USA,Alabama,2020-12-18,315683,5348.0,3844.0,32.793242436888086,-86.82796680140542
281,USA,Alabama,2020-12-19,319904,4221.0,3866.1428571428573,32.793242436888086,-86.82796680140542
282,USA,Alabama,2020-12-20,322452,2548.0,3831.5714285714284,32.793242436888086,-86.82796680140542
283,USA,Alabama,2020-12-21,324832,2380.0,3848.1428571428573,32.793242436888086,-86.82796680140542
