,country,countrycode,date,new_per_day,new_per_day_smooth,dead_per_day,dead_per_day_smooth
25437,Costa Rica,CRI,2020-11-19,998.0,962.1428571428572,12.0,11.357142857142858
25438,Costa Rica,CRI,2020-11-20,1422.0,982.2142857142856,10.0,11.214285714285712
25439,Costa Rica,CRI,2020-11-21,1219.0,990.2857142857144,11.0,11.071428571428573
25440,Costa Rica,CRI,2020-11-22,1187.0,1000.0714285714287,9.0,11.071428571428573
25441,Costa Rica,CRI,2020-11-23,0.0,932.5,0.0,10.285714285714286
25442,Costa Rica,CRI,2020-11-24,0.0,879.9285714285713,0.0,9.428571428571429
25443,Costa Rica,CRI,2020-11-25,2877.0,1050.5714285714287,33.0,10.714285714285714
25444,Costa Rica,CRI,2020-11-26,895.0,1044.5714285714287,21.0,11.428571428571427
25445,Costa Rica,CRI,2020-11-27,1330.0,1053.7142857142858,12.0,11.5
25446,Costa Rica,CRI,2020-11-28,1222.0,1057.357142857143,5.0,10.857142857142858
25447,Costa Rica,CRI,2020-11-29,1351.0,1069.2857142857142,11.0,10.928571428571427
25448,Costa Rica,CRI,2020-11-30,0.0,990.7142857142856,0.0,10.285714285714286
25449,Costa Rica,CRI,2020-12-01,2006.0,1082.142857142857,25.0,11.428571428571427
25450,Costa Rica,CRI,2020-12-02,539.0,1074.7142857142858,11.0,11.428571428571427
25451,Costa Rica,CRI,2020-12-03,534.0,1041.5714285714287,5.0,10.928571428571427
25452,Costa Rica,CRI,2020-12-04,1168.0,1023.4285714285713,8.0,10.785714285714288
25453,Costa Rica,CRI,2020-12-05,1165.0,1019.5714285714287,18.0,11.285714285714285
25454,Costa Rica,CRI,2020-12-06,1180.0,1019.0714285714287,16.0,11.785714285714285
25455,Costa Rica,CRI,2020-12-07,0.0,1019.0714285714287,0.0,11.785714285714285
25456,Costa Rica,CRI,2020-12-08,2160.0,1173.357142857143,37.0,14.428571428571427
25457,Costa Rica,CRI,2020-12-09,576.0,1009.0,15.0,13.142857142857142
25458,Costa Rica,CRI,2020-12-10,1009.0,1017.1428571428572,21.0,13.142857142857142
25459,Costa Rica,CRI,2020-12-11,1258.0,1012.0,18.0,13.571428571428573
25460,Costa Rica,CRI,2020-12-12,1127.0,1005.2142857142856,18.0,14.5
25461,Costa Rica,CRI,2020-12-13,1132.0,989.5714285714287,13.0,14.642857142857142
25462,Costa Rica,CRI,2020-12-14,1149.0,1071.642857142857,18.0,15.928571428571427
25463,Costa Rica,CRI,2020-12-15,524.0,965.7857142857144,8.0,14.714285714285715
25464,Costa Rica,CRI,2020-12-16,549.0,966.5,15.0,15.0
25465,Costa Rica,CRI,2020-12-17,927.0,994.5714285714287,20.0,16.071428571428573
25466,Costa Rica,CRI,2020-12-18,1167.0,994.5,11.0,16.285714285714285
25467,Costa Rica,CRI,2020-12-19,1125.0,991.6428571428572,13.0,15.928571428571427
25468,Costa Rica,CRI,2020-12-20,1084.0,984.7857142857144,16.0,15.928571428571427
25469,Costa Rica,CRI,2020-12-21,1019.0,1057.5714285714287,15.0,17.0
25470,Costa Rica,CRI,2020-12-22,767.0,958.0714285714287,12.0,15.214285714285715
25471,Costa Rica,CRI,2020-12-23,635.0,962.2857142857144,14.0,15.142857142857142
25472,Costa Rica,CRI,2020-12-24,911.0,955.2857142857144,14.0,14.642857142857142
25473,Costa Rica,CRI,2020-12-25,1138.0,946.7142857142856,14.0,14.357142857142858
25474,Costa Rica,CRI,2020-12-26,1048.0,941.0714285714287,21.0,14.571428571428573
25475,Costa Rica,CRI,2020-12-27,1072.0,936.7857142857144,17.0,14.857142857142858
25476,Costa Rica,CRI,2020-12-28,545.0,893.6428571428571,14.0,14.571428571428573
25477,Costa Rica,CRI,2020-12-29,597.0,898.8571428571429,17.0,15.214285714285715
25478,Costa Rica,CRI,2020-12-30,558.0,899.5,10.0,14.857142857142858
25479,Costa Rica,CRI,2020-12-31,1037.0,907.3571428571428,12.0,14.285714285714285
25480,Costa Rica,CRI,2021-01-01,1315.0,917.9285714285713,15.0,14.571428571428573
25481,Costa Rica,CRI,2021-01-02,1207.0,923.7857142857144,14.0,14.642857142857142
25482,Costa Rica,CRI,2021-01-03,1270.0,937.0714285714287,8.0,14.071428571428573
25483,Costa Rica,CRI,2021-01-04,539.0,902.7857142857144,12.0,13.857142857142858
25484,Costa Rica,CRI,2021-01-05,589.0,890.0714285714287,13.0,13.928571428571427
25485,Costa Rica,CRI,2021-01-06,717.0,895.9285714285713,11.0,13.714285714285715
25486,Costa Rica,CRI,2021-01-07,1155.0,913.3571428571428,19.0,14.071428571428573
25487,Costa Rica,CRI,2021-01-08,1447.0,935.4285714285713,19.0,14.428571428571427
25488,Costa Rica,CRI,2021-01-09,1369.0,958.3571428571428,19.0,14.285714285714285
25489,Costa Rica,CRI,2021-01-10,1207.0,968.0,19.0,14.428571428571427
25490,Costa Rica,CRI,2021-01-11,1035.0,1003.0,17.0,14.642857142857142
25491,Costa Rica,CRI,2021-01-12,756.0,1014.3571428571428,16.0,14.571428571428573
25492,Costa Rica,CRI,2021-01-13,656.0,1021.3571428571428,15.0,14.928571428571427
25493,Costa Rica,CRI,2021-01-14,1032.0,1021.0,14.0,15.071428571428573
25494,Costa Rica,CRI,2021-01-15,1063.0,1003.0,17.0,15.214285714285715
25495,Costa Rica,CRI,2021-01-16,1086.0,994.3571428571428,17.0,15.428571428571427
25496,Costa Rica,CRI,2021-01-17,945.0,971.1428571428572,15.0,15.928571428571427
25497,Costa Rica,CRI,2021-01-18,958.0,1001.0714285714287,27.0,17.0
25498,Costa Rica,CRI,2021-01-19,508.0,995.2857142857144,6.0,16.5
25499,Costa Rica,CRI,2021-01-20,363.0,970.0,9.0,16.357142857142858
25500,Costa Rica,CRI,2021-01-21,861.0,949.0,19.0,16.357142857142858
25501,Costa Rica,CRI,2021-01-22,835.0,905.2857142857144,15.0,16.071428571428573
25502,Costa Rica,CRI,2021-01-23,765.0,862.1428571428571,14.0,15.714285714285715
25503,Costa Rica,CRI,2021-01-24,831.0,835.2857142857142,12.0,15.214285714285715
25504,Costa Rica,CRI,2021-01-25,651.0,807.8571428571429,14.0,15.0
25505,Costa Rica,CRI,2021-01-26,431.0,784.6428571428571,11.0,14.642857142857142
25506,Costa Rica,CRI,2021-01-27,355.0,763.1428571428571,15.0,14.642857142857142
25507,Costa Rica,CRI,2021-01-28,600.0,732.2857142857142,9.0,14.285714285714285
25508,Costa Rica,CRI,2021-01-29,721.0,707.8571428571429,17.0,14.285714285714285
25509,Costa Rica,CRI,2021-01-30,571.0,671.0714285714286,15.0,14.142857142857142
25510,Costa Rica,CRI,2021-01-31,639.0,649.2142857142858,5.0,13.428571428571427
25511,Costa Rica,CRI,2021-02-01,568.0,621.3571428571429,8.0,12.071428571428573
25512,Costa Rica,CRI,2021-02-02,436.0,616.2142857142858,15.0,12.714285714285715
25513,Costa Rica,CRI,2021-02-03,289.0,610.9285714285714,7.0,12.571428571428573
25514,Costa Rica,CRI,2021-02-04,440.0,580.8571428571429,7.0,11.714285714285715
25515,Costa Rica,CRI,2021-02-05,528.0,558.9285714285714,9.0,11.285714285714285
25516,Costa Rica,CRI,2021-02-06,455.0,536.7857142857143,12.0,11.142857142857142
25517,Costa Rica,CRI,2021-02-07,446.0,509.28571428571433,10.0,11.0
25518,Costa Rica,CRI,2021-02-08,506.0,498.9285714285714,8.0,10.571428571428571
25519,Costa Rica,CRI,2021-02-09,281.0,488.21428571428567,7.0,10.285714285714286
25520,Costa Rica,CRI,2021-02-10,210.0,477.8571428571428,5.0,9.571428571428571
25521,Costa Rica,CRI,2021-02-11,417.0,464.78571428571433,6.0,9.357142857142858
25522,Costa Rica,CRI,2021-02-12,486.0,448.0,3.0,8.357142857142858
25523,Costa Rica,CRI,2021-02-13,418.0,437.07142857142856,9.0,7.928571428571429
25524,Costa Rica,CRI,2021-02-14,431.0,422.21428571428567,4.0,7.857142857142858
25525,Costa Rica,CRI,2021-02-15,390.0,409.5,9.0,7.928571428571429
25526,Costa Rica,CRI,2021-02-16,265.0,397.28571428571433,0.0,6.857142857142858
25527,Costa Rica,CRI,2021-02-17,182.0,389.6428571428572,7.0,6.857142857142858
25528,Costa Rica,CRI,2021-02-18,430.0,388.9285714285714,7.0,6.857142857142858
25529,Costa Rica,CRI,2021-02-19,434.0,382.21428571428567,8.0,6.7857142857142865
25530,Costa Rica,CRI,2021-02-20,353.0,374.9285714285714,11.0,6.7142857142857135
25531,Costa Rica,CRI,2021-02-21,437.0,374.28571428571433,7.0,6.5
25532,Costa Rica,CRI,2021-02-22,549.0,377.3571428571428,8.0,6.5
25533,Costa Rica,CRI,2021-02-23,239.0,374.3571428571428,6.0,6.428571428571429
25534,Costa Rica,CRI,2021-02-24,208.0,374.21428571428567,5.0,6.428571428571429
25535,Costa Rica,CRI,2021-02-25,423.0,374.6428571428572,3.0,6.2142857142857135
25536,Costa Rica,CRI,2021-02-26,399.0,368.4285714285714,8.0,6.571428571428571
25537,Costa Rica,CRI,2021-02-27,418.0,368.4285714285714,3.0,6.142857142857142
25538,Costa Rica,CRI,2021-02-28,427.0,368.1428571428572,4.0,6.142857142857142
25539,Costa Rica,CRI,2021-03-01,365.0,366.3571428571428,3.0,5.7142857142857135
25540,Costa Rica,CRI,2021-03-02,200.0,361.71428571428567,3.0,5.928571428571429
25541,Costa Rica,CRI,2021-03-03,180.0,361.57142857142856,6.0,5.857142857142858
25542,Costa Rica,CRI,2021-03-04,428.0,361.4285714285714,8.0,5.928571428571429
25543,Costa Rica,CRI,2021-03-05,376.0,357.28571428571433,4.0,5.642857142857142
25544,Costa Rica,CRI,2021-03-06,403.0,360.8571428571428,5.0,5.214285714285714
25545,Costa Rica,CRI,2021-03-07,347.0,354.42857142857144,4.0,5.0
25546,Costa Rica,CRI,2021-03-08,416.0,344.92857142857144,2.0,4.571428571428571
25547,Costa Rica,CRI,2021-03-09,216.0,343.2857142857143,3.0,4.357142857142857
25548,Costa Rica,CRI,2021-03-10,188.0,341.85714285714283,3.0,4.214285714285714
25549,Costa Rica,CRI,2021-03-11,372.0,338.2142857142857,7.0,4.5
25550,Costa Rica,CRI,2021-03-12,412.0,339.14285714285717,4.0,4.214285714285714
25551,Costa Rica,CRI,2021-03-13,473.0,343.07142857142856,7.0,4.5
25552,Costa Rica,CRI,2021-03-14,376.0,339.42857142857144,3.0,4.428571428571429
25553,Costa Rica,CRI,2021-03-15,480.0,347.6428571428572,5.0,4.571428571428571
25554,Costa Rica,CRI,2021-03-16,267.0,352.42857142857144,8.0,4.928571428571429
25555,Costa Rica,CRI,2021-03-17,176.0,352.1428571428572,6.0,4.928571428571429
25556,Costa Rica,CRI,2021-03-18,431.0,352.3571428571428,5.0,4.714285714285714
25557,Costa Rica,CRI,2021-03-19,501.0,361.28571428571433,5.0,4.785714285714286
25558,Costa Rica,CRI,2021-03-20,485.0,367.1428571428572,3.0,4.642857142857143
25559,Costa Rica,CRI,2021-03-21,470.0,375.9285714285714,2.0,4.5
25560,Costa Rica,CRI,2021-03-22,487.0,381.0,1.0,4.428571428571429
25561,Costa Rica,CRI,2021-03-23,280.0,385.57142857142856,3.0,4.428571428571429
25562,Costa Rica,CRI,2021-03-24,255.0,390.3571428571428,4.0,4.5
25563,Costa Rica,CRI,2021-03-25,513.0,400.4285714285714,4.0,4.285714285714286
25564,Costa Rica,CRI,2021-03-26,561.0,411.07142857142856,6.0,4.428571428571429
25565,Costa Rica,CRI,2021-03-27,609.0,420.78571428571433,9.0,4.571428571428571
25566,Costa Rica,CRI,2021-03-28,570.0,434.6428571428572,8.0,4.928571428571429
25567,Costa Rica,CRI,2021-03-29,528.0,438.07142857142856,5.0,4.928571428571429
25568,Costa Rica,CRI,2021-03-30,304.0,440.71428571428567,6.0,4.785714285714286
25569,Costa Rica,CRI,2021-03-31,258.0,446.57142857142856,7.0,4.857142857142857
25570,Costa Rica,CRI,2021-04-01,496.0,451.21428571428567,8.0,5.071428571428571
25571,Costa Rica,CRI,2021-04-02,582.0,457.0,8.0,5.285714285714286
25572,Costa Rica,CRI,2021-04-03,1103.0,501.1428571428572,5.0,5.428571428571429
25573,Costa Rica,CRI,2021-04-04,0.0,467.57142857142856,4.0,5.571428571428571
25574,Costa Rica,CRI,2021-04-05,0.0,432.78571428571433,7.0,6.0
25575,Costa Rica,CRI,2021-04-06,359.0,438.4285714285714,2.0,5.928571428571429
25576,Costa Rica,CRI,2021-04-07,354.0,445.5,9.0,6.2857142857142865
25577,Costa Rica,CRI,2021-04-08,684.0,457.71428571428567,8.0,6.571428571428571
25578,Costa Rica,CRI,2021-04-09,0.0,417.6428571428572,0.0,6.142857142857142
25579,Costa Rica,CRI,2021-04-10,0.0,374.1428571428572,0.0,5.5
25580,Costa Rica,CRI,2021-04-11,2698.0,526.1428571428571,18.0,6.2142857142857135
25581,Costa Rica,CRI,2021-04-12,891.0,552.0714285714286,6.0,6.2857142857142865
25582,Costa Rica,CRI,2021-04-13,482.0,564.7857142857142,6.0,6.2857142857142865
25583,Costa Rica,CRI,2021-04-14,469.0,579.8571428571429,6.0,6.2142857142857135
25584,Costa Rica,CRI,2021-04-15,957.0,612.7857142857142,8.0,6.2142857142857135
25585,Costa Rica,CRI,2021-04-16,1069.0,647.5714285714286,10.0,6.357142857142858
25586,Costa Rica,CRI,2021-04-17,1121.0,648.8571428571429,11.0,6.7857142857142865
25587,Costa Rica,CRI,2021-04-18,1044.0,723.4285714285713,6.0,6.928571428571429
25588,Costa Rica,CRI,2021-04-19,1060.0,799.1428571428571,13.0,7.357142857142858
25589,Costa Rica,CRI,2021-04-20,664.0,820.9285714285713,7.0,7.7142857142857135
25590,Costa Rica,CRI,2021-04-21,536.0,833.9285714285713,8.0,7.642857142857142
25591,Costa Rica,CRI,2021-04-22,1130.0,865.7857142857142,5.0,7.428571428571429
25592,Costa Rica,CRI,2021-04-23,1531.0,975.1428571428572,11.0,8.214285714285714
25593,Costa Rica,CRI,2021-04-24,1776.0,1102.0,10.0,8.928571428571429
25594,Costa Rica,CRI,2021-04-25,1656.0,1027.5714285714287,11.0,8.428571428571429
25595,Costa Rica,CRI,2021-04-26,1830.0,1094.642857142857,7.0,8.5
25596,Costa Rica,CRI,2021-04-27,1277.0,1151.4285714285713,15.0,9.142857142857142
25597,Costa Rica,CRI,2021-04-28,1203.0,1203.857142857143,10.0,9.428571428571429
25598,Costa Rica,CRI,2021-04-29,1927.0,1273.142857142857,18.0,10.142857142857142
25599,Costa Rica,CRI,2021-04-30,2434.0,1370.642857142857,16.0,10.571428571428571
25600,Costa Rica,CRI,2021-05-01,2781.0,1489.2142857142858,15.0,10.857142857142858
25601,Costa Rica,CRI,2021-05-02,2609.0,1601.0,14.0,11.428571428571427
25602,Costa Rica,CRI,2021-05-03,1991.0,1667.5,23.0,12.142857142857142
25603,Costa Rica,CRI,2021-05-04,1839.0,1751.428571428571,12.0,12.5
25604,Costa Rica,CRI,2021-05-05,1855.0,1845.642857142857,24.0,13.642857142857142
25605,Costa Rica,CRI,2021-05-06,1304.0,1858.071428571429,20.0,14.714285714285715
25606,Costa Rica,CRI,2021-05-07,2555.0,1931.2142857142856,16.0,15.071428571428573
25607,Costa Rica,CRI,2021-05-08,2559.0,1987.142857142857,15.0,15.428571428571427
25608,Costa Rica,CRI,2021-05-09,2392.0,2039.7142857142856,24.0,16.357142857142858
25609,Costa Rica,CRI,2021-05-10,2029.0,2053.928571428572,21.0,17.357142857142858
25610,Costa Rica,CRI,2021-05-11,2463.0,2138.6428571428573,23.0,17.928571428571427
25611,Costa Rica,CRI,2021-05-12,1500.0,2159.8571428571427,21.0,18.714285714285715
25612,Costa Rica,CRI,2021-05-13,2236.0,2181.928571428572,26.0,19.285714285714285
25613,Costa Rica,CRI,2021-05-14,3173.0,2234.714285714286,26.0,20.0
25614,Costa Rica,CRI,2021-05-15,3039.0,2253.142857142857,32.0,21.214285714285715
25615,Costa Rica,CRI,2021-05-16,2815.0,2267.857142857143,33.0,22.57142857142857
25616,Costa Rica,CRI,2021-05-17,2795.0,2325.285714285714,24.0,22.642857142857146
25617,Costa Rica,CRI,2021-05-18,1768.0,2320.214285714286,22.0,23.357142857142854
25618,Costa Rica,CRI,2021-05-19,1322.0,2282.142857142857,32.0,23.92857142857143
25619,Costa Rica,CRI,2021-05-20,2294.0,2352.857142857143,48.0,25.92857142857143
25620,Costa Rica,CRI,2021-05-21,2900.0,2377.5,23.0,26.42857142857143
25621,Costa Rica,CRI,2021-05-22,2812.0,2395.5714285714284,40.0,28.214285714285715
25622,Costa Rica,CRI,2021-05-23,2587.0,2409.5,29.0,28.57142857142857
25623,Costa Rica,CRI,2021-05-24,2445.0,2439.214285714286,32.0,29.357142857142854
25624,Costa Rica,CRI,2021-05-25,1726.0,2386.5714285714284,23.0,29.357142857142854
25625,Costa Rica,CRI,2021-05-26,1139.0,2360.785714285714,29.0,29.92857142857143
25626,Costa Rica,CRI,2021-05-27,2370.0,2370.357142857143,28.0,30.07142857142857
25627,Costa Rica,CRI,2021-05-28,2587.0,2328.5,31.0,30.42857142857143
25628,Costa Rica,CRI,2021-05-29,2436.0,2285.428571428572,21.0,29.642857142857146
25629,Costa Rica,CRI,2021-05-30,2180.0,2240.0714285714284,33.0,29.642857142857146
25630,Costa Rica,CRI,2021-05-31,2338.0,2207.428571428572,31.0,30.142857142857146
25631,Costa Rica,CRI,2021-06-01,1405.0,2181.5,29.0,30.642857142857146
25632,Costa Rica,CRI,2021-06-02,1141.0,2168.5714285714284,19.0,29.714285714285715
25633,Costa Rica,CRI,2021-06-03,2293.0,2168.5,33.0,28.642857142857146
25634,Costa Rica,CRI,2021-06-04,2319.0,2127.0,24.0,28.714285714285715
25635,Costa Rica,CRI,2021-06-05,2181.0,2081.928571428572,26.0,27.714285714285715
25636,Costa Rica,CRI,2021-06-06,2200.0,2054.285714285714,29.0,27.714285714285715
25637,Costa Rica,CRI,2021-06-07,1836.0,2010.7857142857144,22.0,27.0
25638,Costa Rica,CRI,2021-06-08,1177.0,1971.571428571429,30.0,27.5
25639,Costa Rica,CRI,2021-06-09,928.0,1956.5,23.0,27.07142857142857
25640,Costa Rica,CRI,2021-06-10,1900.0,1922.9285714285716,23.0,26.714285714285715
25641,Costa Rica,CRI,2021-06-11,2187.0,1894.357142857143,27.0,26.42857142857143
25642,Costa Rica,CRI,2021-06-12,2041.0,1866.142857142857,20.0,26.357142857142854
25643,Costa Rica,CRI,2021-06-13,1852.0,1842.7142857142856,24.0,25.714285714285715
25644,Costa Rica,CRI,2021-06-14,1642.0,1793.0,24.0,25.214285714285715
25645,Costa Rica,CRI,2021-06-15,1196.0,1778.071428571429,23.0,24.785714285714285
25646,Costa Rica,CRI,2021-06-16,866.0,1758.428571428571,19.0,24.785714285714285
25647,Costa Rica,CRI,2021-06-17,1708.0,1716.642857142857,19.0,23.785714285714285
25648,Costa Rica,CRI,2021-06-18,1845.0,1682.7857142857142,30.0,24.214285714285715
25649,Costa Rica,CRI,2021-06-19,1869.0,1660.5,22.0,23.92857142857143
25650,Costa Rica,CRI,2021-06-20,1604.0,1617.928571428571,14.0,22.857142857142854
25651,Costa Rica,CRI,2021-06-21,1582.0,1599.7857142857142,17.0,22.5
25652,Costa Rica,CRI,2021-06-22,1086.0,1593.2857142857142,16.0,21.5
25653,Costa Rica,CRI,2021-06-23,797.0,1583.928571428571,24.0,21.571428571428577
25654,Costa Rica,CRI,2021-06-24,1525.0,1557.142857142857,16.0,21.071428571428573
25655,Costa Rica,CRI,2021-06-25,1903.0,1536.857142857143,21.0,20.642857142857142
25656,Costa Rica,CRI,2021-06-26,1743.0,1515.571428571429,14.0,20.214285714285715
25657,Costa Rica,CRI,2021-06-27,1739.0,1507.5,21.0,20.0
25658,Costa Rica,CRI,2021-06-28,1563.0,1501.857142857143,12.0,19.142857142857142
25659,Costa Rica,CRI,2021-06-29,944.0,1483.857142857143,15.0,18.571428571428573
25660,Costa Rica,CRI,2021-06-30,792.0,1478.571428571429,19.0,18.571428571428573
25661,Costa Rica,CRI,2021-07-01,1857.0,1489.2142857142858,13.0,18.142857142857142
38220,United Kingdom,GBR,2020-01-03,0.0,,0.0,
38221,United Kingdom,GBR,2020-01-04,0.0,,0.0,
38222,United Kingdom,GBR,2020-01-05,0.0,,0.0,
38223,United Kingdom,GBR,2020-01-06,0.0,,0.0,
38224,United Kingdom,GBR,2020-01-07,0.0,,0.0,
38225,United Kingdom,GBR,2020-01-08,0.0,,0.0,
38226,United Kingdom,GBR,2020-01-09,0.0,,0.0,
38227,United Kingdom,GBR,2020-01-10,0.0,,0.0,
38228,United Kingdom,GBR,2020-01-11,0.0,,0.0,
38229,United Kingdom,GBR,2020-01-12,0.0,,0.0,
38230,United Kingdom,GBR,2020-01-13,0.0,,0.0,
38231,United Kingdom,GBR,2020-01-14,0.0,,0.0,
38232,United Kingdom,GBR,2020-01-15,0.0,,0.0,
38233,United Kingdom,GBR,2020-01-16,0.0,0.0,0.0,0.0
38234,United Kingdom,GBR,2020-01-17,0.0,0.0,0.0,0.0
38235,United Kingdom,GBR,2020-01-18,0.0,0.0,0.0,0.0
38236,United Kingdom,GBR,2020-01-19,0.0,0.0,0.0,0.0
38237,United Kingdom,GBR,2020-01-20,0.0,0.0,0.0,0.0
38238,United Kingdom,GBR,2020-01-21,0.0,0.0,0.0,0.0
38239,United Kingdom,GBR,2020-01-22,0.0,0.0,0.0,0.0
38240,United Kingdom,GBR,2020-01-23,0.0,0.0,0.0,0.0
38241,United Kingdom,GBR,2020-01-24,0.0,0.0,0.0,0.0
38242,United Kingdom,GBR,2020-01-25,0.0,0.0,0.0,0.0
38243,United Kingdom,GBR,2020-01-26,0.0,0.0,0.0,0.0
38244,United Kingdom,GBR,2020-01-27,0.0,0.0,0.0,0.0
38245,United Kingdom,GBR,2020-01-28,0.0,0.0,0.0,0.0
38246,United Kingdom,GBR,2020-01-29,0.0,0.0,0.0,0.0
38247,United Kingdom,GBR,2020-01-30,0.0,0.0,0.0,0.0
38248,United Kingdom,GBR,2020-01-31,0.0,0.0,0.0,0.0
38249,United Kingdom,GBR,2020-02-01,2.0,0.14285714285714285,0.0,0.0
38250,United Kingdom,GBR,2020-02-02,0.0,0.14285714285714285,0.0,0.0
38251,United Kingdom,GBR,2020-02-03,0.0,0.14285714285714285,0.0,0.0
38252,United Kingdom,GBR,2020-02-04,0.0,0.14285714285714285,0.0,0.0
38253,United Kingdom,GBR,2020-02-05,0.0,0.14285714285714285,0.0,0.0
38254,United Kingdom,GBR,2020-02-06,0.0,0.14285714285714285,0.0,0.0
38255,United Kingdom,GBR,2020-02-07,1.0,0.21428571428571427,0.0,0.0
38256,United Kingdom,GBR,2020-02-08,0.0,0.21428571428571427,0.0,0.0
38257,United Kingdom,GBR,2020-02-09,0.0,0.21428571428571427,0.0,0.0
38258,United Kingdom,GBR,2020-02-10,4.0,0.5,0.0,0.0
38259,United Kingdom,GBR,2020-02-11,1.0,0.5714285714285714,0.0,0.0
38260,United Kingdom,GBR,2020-02-12,0.0,0.5714285714285714,0.0,0.0
38261,United Kingdom,GBR,2020-02-13,1.0,0.6428571428571429,0.0,0.0
38262,United Kingdom,GBR,2020-02-14,0.0,0.6428571428571429,0.0,0.0
38263,United Kingdom,GBR,2020-02-15,0.0,0.5,0.0,0.0
38264,United Kingdom,GBR,2020-02-16,0.0,0.5,0.0,0.0
38265,United Kingdom,GBR,2020-02-17,0.0,0.5,0.0,0.0
38266,United Kingdom,GBR,2020-02-18,0.0,0.5,0.0,0.0
38267,United Kingdom,GBR,2020-02-19,0.0,0.5,0.0,0.0
38268,United Kingdom,GBR,2020-02-20,0.0,0.5,0.0,0.0
38269,United Kingdom,GBR,2020-02-21,0.0,0.42857142857142855,0.0,0.0
38270,United Kingdom,GBR,2020-02-22,0.0,0.42857142857142855,0.0,0.0
38271,United Kingdom,GBR,2020-02-23,1.0,0.5,0.0,0.0
38272,United Kingdom,GBR,2020-02-24,0.0,0.21428571428571427,0.0,0.0
38273,United Kingdom,GBR,2020-02-25,1.0,0.21428571428571427,0.0,0.0
38274,United Kingdom,GBR,2020-02-26,2.0,0.35714285714285715,0.0,0.0
38275,United Kingdom,GBR,2020-02-27,5.0,0.6428571428571429,0.0,0.0
38276,United Kingdom,GBR,2020-02-28,4.0,0.9285714285714286,0.0,0.0
38277,United Kingdom,GBR,2020-02-29,8.0,1.5,0.0,0.0
38278,United Kingdom,GBR,2020-03-01,12.0,2.357142857142857,0.0,0.0
38279,United Kingdom,GBR,2020-03-02,5.0,2.7142857142857144,0.0,0.0
38280,United Kingdom,GBR,2020-03-03,22.0,4.285714285714286,0.0,0.0
38281,United Kingdom,GBR,2020-03-04,39.0,7.071428571428571,0.0,0.0
38282,United Kingdom,GBR,2020-03-05,56.0,11.071428571428573,0.0,0.0
38283,United Kingdom,GBR,2020-03-06,56.0,15.071428571428573,0.0,0.0
38284,United Kingdom,GBR,2020-03-07,50.0,18.642857142857142,1.0,0.07142857142857142
38285,United Kingdom,GBR,2020-03-08,81.0,24.357142857142854,1.0,0.14285714285714285
38286,United Kingdom,GBR,2020-03-09,68.0,29.214285714285715,0.0,0.14285714285714285
38287,United Kingdom,GBR,2020-03-10,57.0,33.214285714285715,1.0,0.21428571428571427
38288,United Kingdom,GBR,2020-03-11,147.0,43.57142857142857,4.0,0.5
38289,United Kingdom,GBR,2020-03-12,265.0,62.14285714285714,0.0,0.5
38290,United Kingdom,GBR,2020-03-13,405.0,90.78571428571428,2.0,0.6428571428571429
38291,United Kingdom,GBR,2020-03-14,481.0,124.57142857142857,1.0,0.7142857142857143
38292,United Kingdom,GBR,2020-03-15,479.0,157.92857142857142,19.0,2.071428571428572
38293,United Kingdom,GBR,2020-03-16,363.0,183.5,14.0,3.071428571428572
38294,United Kingdom,GBR,2020-03-17,442.0,213.5,22.0,4.642857142857143
38295,United Kingdom,GBR,2020-03-18,610.0,254.28571428571428,17.0,5.857142857142858
38296,United Kingdom,GBR,2020-03-19,770.0,305.2857142857143,34.0,8.285714285714286
38297,United Kingdom,GBR,2020-03-20,1002.0,372.8571428571428,46.0,11.571428571428573
38298,United Kingdom,GBR,2020-03-21,1048.0,444.1428571428572,32.0,13.785714285714285
38299,United Kingdom,GBR,2020-03-22,1263.0,528.5714285714286,58.0,17.857142857142858
38300,United Kingdom,GBR,2020-03-23,1190.0,608.7142857142858,36.0,20.428571428571427
38301,United Kingdom,GBR,2020-03-24,1375.0,702.8571428571429,76.0,25.785714285714285
38302,United Kingdom,GBR,2020-03-25,2325.0,858.4285714285713,148.0,36.07142857142857
38303,United Kingdom,GBR,2020-03-26,2376.0,1009.2142857142856,191.0,49.714285714285715
38304,United Kingdom,GBR,2020-03-27,2690.0,1172.4285714285713,181.0,62.5
38305,United Kingdom,GBR,2020-03-28,3086.0,1358.5,288.0,83.0
38306,United Kingdom,GBR,2020-03-29,3186.0,1551.857142857143,292.0,102.5
38307,United Kingdom,GBR,2020-03-30,2814.0,1726.928571428571,212.0,116.64285714285714
38308,United Kingdom,GBR,2020-03-31,2856.0,1899.357142857143,374.0,141.78571428571428
38309,United Kingdom,GBR,2020-04-01,4262.0,2160.214285714286,403.0,169.35714285714286
38310,United Kingdom,GBR,2020-04-02,4512.0,2427.5,672.0,214.92857142857144
38311,United Kingdom,GBR,2020-04-03,4935.0,2708.428571428572,657.0,258.57142857142856
38312,United Kingdom,GBR,2020-04-04,4858.0,2980.5714285714284,736.0,308.85714285714283
38313,United Kingdom,GBR,2020-04-05,4896.0,3240.0714285714284,756.0,358.71428571428567
38314,United Kingdom,GBR,2020-04-06,4003.0,3441.0,599.0,398.9285714285714
38315,United Kingdom,GBR,2020-04-07,3585.0,3598.857142857143,567.0,434.0
