,country,countrycode,date,new_per_day,new_per_day_smooth,dead_per_day,dead_per_day_smooth,new_tests,new_tests_smooth,positive_rate,positive_rate_smooth,cfr_smooth
36373,France,FRA,2020-12-05,1640.0,10548.357142857143,625.0,463.35714285714283,105209.0,166878.0,0.015588020036308681,0.1354788394955102,0.03383756715872933
36374,France,FRA,2020-12-06,16663.0,10472.0,214.0,460.57142857142856,26391.0,167252.0,0.6313894888408927,0.13045326358246828,0.03448902962162625
36375,France,FRA,2020-12-07,13252.0,10437.0,174.0,457.7142857142857,257388.0,169826.0,0.05148647178578644,0.13047550376089687,0.034469218149054626
36376,France,FRA,2020-12-08,12436.0,10444.285714285714,366.0,448.2142857142857,225379.0,173497.0,0.055178166555002905,0.13024953261963984,0.03660407515647878
36377,France,FRA,2020-12-09,13509.0,10516.642857142857,828.0,435.57142857142856,207106.0,177237.0,0.06522746805983409,0.13012494552486717,0.03764058121304149
36378,France,FRA,2020-12-10,13629.0,10648.785714285714,294.0,430.07142857142856,226586.0,180986.0,0.060149347267704094,0.12984854563022974,0.03852650977079894
36379,France,FRA,2020-12-11,7770.0,10771.142857142857,292.0,426.7142857142857,252494.0,185793.0,0.03077300846752794,0.129970281573294,0.03945213440405748
36380,France,FRA,2020-12-12,1918.0,10802.142857142857,626.0,403.14285714285717,133181.0,189789.0,0.014401453660807473,0.12980077209107954,0.03805388494835352
36381,France,FRA,2020-12-13,19643.0,11073.285714285714,194.0,401.7857142857143,34378.0,190930.0,0.5713828611321193,0.12122839670411191,0.03810226987922427
36382,France,FRA,2020-12-14,15940.0,11334.214285714286,150.0,398.35714285714283,329819.0,201278.0,0.048329538322534484,0.12077740620936163,0.037764851669521995
36383,France,FRA,2020-12-15,14917.0,11590.142857142857,368.0,395.64285714285717,314148.0,213959.0,0.04748398843857036,0.11967823790701414,0.0377810214995089
36384,France,FRA,2020-12-16,15821.0,11866.0,790.0,396.7142857142857,337095.0,232529.0,0.04693335706551566,0.11706479347925436,0.038010375176227434
36385,France,FRA,2020-12-17,17318.0,12214.57142857143,289.0,395.2857142857143,399342.0,257208.0,0.04336633762539377,0.11466722067321003,0.037847079742853236
36386,France,FRA,2020-12-18,10452.0,12493.42857142857,256.0,390.42857142857144,507411.0,293625.0,0.0205986862720753,0.11321374607385966,0.037124829352115356
36387,France,FRA,2020-12-19,3433.0,12621.5,610.0,389.35714285714283,336141.0,322619.0,0.010212976102290407,0.11261539213692864,0.036563525016266106
36388,France,FRA,2020-12-20,21044.0,12934.42857142857,188.0,387.5,118132.0,334584.0,0.17813970812311652,0.05643779884992824,0.03597575532507494
36389,France,FRA,2020-12-21,18331.0,13297.214285714286,131.0,384.42857142857144,679764.0,384576.0,0.026966711976509496,0.05338596651478182,0.03558817694901806
36390,France,FRA,2020-12-22,16670.0,13599.642857142857,351.0,383.35714285714283,741856.0,445677.0,0.02247066816201527,0.04981263504670252,0.034619999225936296
36391,France,FRA,2020-12-23,12858.0,13553.142857142857,801.0,381.42857142857144,734785.0,502490.0,0.01749899630504161,0.04560772636663479,0.03365284631236647
36392,France,FRA,2020-12-24,1209.0,12666.0,276.0,380.14285714285717,505992.0,517726.0,0.002389365839776123,0.0397538732544037,0.032798806867905
36393,France,FRA,2020-12-25,9615.0,12797.785714285714,290.0,380.0,38767.0,450777.0,0.24802022338586943,0.07224266427066002,0.03202427102646216
36394,France,FRA,2020-12-26,2033.0,12806.0,159.0,346.64285714285717,222810.0,434587.0,0.009124366051793007,0.07208714854916039,0.0283794531122079
36395,France,FRA,2020-12-27,21428.0,12933.5,146.0,343.2142857142857,48016.0,424570.0,0.4462679106964345,0.1103911774882058,0.027471585061861096
36396,France,FRA,2020-12-28,19533.0,13190.142857142857,173.0,344.85714285714283,397738.0,384281.0,0.04911021828439827,0.11355453553218993,0.027322991946848063
36397,France,FRA,2020-12-29,18995.0,13481.42857142857,362.0,344.42857142857144,366121.0,330604.0,0.05188175493894095,0.11775611935746502,0.026628820092554756
36398,France,FRA,2020-12-30,15452.0,13455.07142857143,969.0,357.2142857142857,399554.0,282714.0,0.03867312052939027,0.1207809942466577,0.026863843662206368
36399,France,FRA,2020-12-31,1368.0,12315.785714285714,303.0,358.2142857142857,337208.0,258602.0,0.004056843254015326,0.12101920530583474,0.026339977415373302
36400,France,FRA,2021-01-01,13186.0,12511.07142857143,250.0,357.7857142857143,33219.0,257809.0,0.39694150937716366,0.14229367473316246,0.02639872670545577
36401,France,FRA,2021-01-02,2711.0,12459.5,133.0,323.7142857142857,229971.0,258832.0,0.01178844289062534,0.14267425713870993,0.02555773612145
36402,France,FRA,2021-01-03,27817.0,12943.285714285714,156.0,321.42857142857144,47173.0,258712.0,0.5896805375956585,0.16316177526717052,0.02511595197829982
36403,France,FRA,2021-01-04,22099.0,13212.42857142857,116.0,320.35714285714283,427645.0,262984.0,0.05167603970583077,0.163528321184518,0.02501617545347047
36404,France,FRA,2021-01-05,19026.0,13380.714285714286,376.0,322.14285714285717,344235.0,259858.0,0.05527038215172774,0.16401241078634468,0.024907631897232548
36405,France,FRA,2021-01-06,18634.0,13793.285714285714,867.0,326.85714285714283,312996.0,247492.0,0.05953430714769518,0.1669925803032454,0.024780409613239324
36406,France,FRA,2021-01-07,19211.0,15079.142857142857,282.0,327.2857142857143,326630.0,245981.0,0.05881578544530509,0.1748152863305725,0.024276782875913956
36407,France,FRA,2021-01-08,10728.0,15158.642857142857,276.0,326.2857142857143,350028.0,291240.0,0.030648976653296307,0.12248778165573429,0.02425001725318653
36408,France,FRA,2021-01-09,2167.0,15168.214285714286,589.0,357.0,188814.0,285360.0,0.011476903195737605,0.12244327598503604,0.028987188335527575
36409,France,FRA,2021-01-10,25931.0,15489.857142857143,168.0,358.57142857142856,42285.0,284662.0,0.6132434669504553,0.12580940875000704,0.028660329422511486
36410,France,FRA,2021-01-11,20189.0,15536.714285714286,151.0,357.0,396962.0,280279.0,0.050858772376197216,0.1256926562743451,0.02865283518600265
36411,France,FRA,2021-01-12,19408.0,15566.214285714286,689.0,380.35714285714283,337656.0,279339.0,0.057478617290970695,0.12600811843709409,0.02938644415747823
36412,France,FRA,2021-01-13,19807.0,15877.285714285714,362.0,337.0,312625.0,279286.0,0.06335705717712915,0.12655422558415608,0.025506287370116884
36413,France,FRA,2021-01-14,20698.0,17258.0,229.0,331.7142857142857,322335.0,278672.0,0.06421269796950378,0.12732521308761305,0.024790476698873645
36414,France,FRA,2021-01-15,11335.0,17125.785714285714,280.0,333.85714285714283,350021.0,278671.0,0.03238377125943872,0.1275730408884905,0.024204323014303024
36415,France,FRA,2021-01-16,2682.0,17123.714285714286,633.0,369.57142857142856,198230.0,280016.0,0.013529738182918832,0.1278663030295164,0.024508782234685562
36416,France,FRA,2021-01-17,28922.0,17202.64285714286,192.0,372.14285714285717,44619.0,280350.0,0.6481991976512248,0.13285997884391207,0.02454987960663648
36417,France,FRA,2021-01-18,22710.0,17246.285714285714,141.0,373.92857142857144,397123.0,280373.0,0.05718631255303772,0.13376391315488928,0.02465211556120647
36418,France,FRA,2021-01-19,20813.0,17373.928571428572,401.0,375.7142857142857,336768.0,280246.0,0.06180219023185101,0.1343815664321579,0.024255503601435042
36419,France,FRA,2021-01-20,21609.0,17586.428571428572,656.0,360.64285714285717,320195.0,281327.0,0.06748700010930839,0.13497155827961207,0.02321229897845656
36420,France,FRA,2021-01-21,22604.0,17828.785714285714,310.0,362.64285714285717,339876.0,283833.0,0.06650660829243607,0.1352992597543167,0.023296792045042605
36421,France,FRA,2021-01-22,12515.0,17956.428571428572,346.0,367.64285714285717,382297.0,288444.0,0.03273632803814835,0.13534962500841807,0.023155271232038584
36422,France,FRA,2021-01-23,2072.0,17949.64285714286,648.0,371.85714285714283,201342.0,288889.0,0.01029094774066017,0.13488694065952397,0.021546943032630828
36423,France,FRA,2021-01-24,29448.0,18200.85714285714,229.0,376.2142857142857,42546.0,288592.0,0.6921449725003526,0.14116490849511368,0.021967709510721096
36424,France,FRA,2021-01-25,22205.0,18344.85714285714,172.0,377.7142857142857,431063.0,293441.0,0.05151219195338037,0.14035431983801977,0.022057964727278796
36425,France,FRA,2021-01-26,20900.0,18451.428571428572,445.0,360.2857142857143,359201.0,296646.0,0.0581846932497404,0.13983753455486111,0.020943625771787554
36426,France,FRA,2021-01-27,22313.0,18630.428571428572,612.0,378.14285714285717,339921.0,299464.0,0.06564172263555355,0.13957392348718184,0.021926046187999076
36427,France,FRA,2021-01-28,22627.0,18768.214285714286,349.0,386.7142857142857,384735.0,305872.0,0.058811909496146696,0.13847468080199768,0.02225830986494542
36428,France,FRA,2021-01-29,12464.0,18848.85714285714,343.0,391.2142857142857,414021.0,310404.0,0.03010475314054118,0.13809874153091092,0.022245237805125703
36429,France,FRA,2021-01-30,2957.0,18868.5,819.0,404.5,216809.0,312614.0,0.013638732709435494,0.13857699652645025,0.02268802858939997
36430,France,FRA,2021-01-31,29782.0,18929.928571428572,242.0,408.07142857142856,44476.0,312889.0,0.6696195701052253,0.13535908189857496,0.02272564541151199
36431,France,FRA,2021-02-01,22756.0,18933.214285714286,195.0,411.92857142857144,441380.0,314363.0,0.051556481942996966,0.13536540903994873,0.022949123540062476
36432,France,FRA,2021-02-02,20040.0,18878.0,453.0,415.64285714285717,384641.0,317998.0,0.05210053010469503,0.13449624287637083,0.02283644412351067
36433,France,FRA,2021-02-03,20247.0,18780.714285714286,726.0,420.64285714285717,350023.0,319441.0,0.057844770200815375,0.13338239252855108,0.022929742862927722
36434,France,FRA,2021-02-04,21010.0,18666.85714285714,353.0,423.7142857142857,378658.0,318573.0,0.05548542484246999,0.13290718043516872,0.02296376587178693
36435,France,FRA,2021-02-05,11800.0,18615.785714285714,355.0,424.35714285714283,422266.0,319750.0,0.027944471020636283,0.13259856870375372,0.02277763719874552
36436,France,FRA,2021-02-06,1213.0,18554.428571428572,650.0,424.5,222052.0,320499.0,0.005462684416262857,0.13143056180472906,0.022618028201176
36437,France,FRA,2021-02-07,25685.0,18285.64285714286,191.0,421.7857142857143,43371.0,320342.0,0.5922159968642642,0.12037290848459174,0.022377256673386792
36438,France,FRA,2021-02-08,19805.0,18114.214285714286,171.0,421.7142857142857,427443.0,318351.0,0.04633366320187721,0.11962679152157464,0.022350175462505537
36439,France,FRA,2021-02-09,17513.0,17872.285714285714,456.0,422.5,379381.0,317599.0,0.046162037634989626,0.11877843545447386,0.022319154475716835
36440,France,FRA,2021-02-10,17191.0,17506.428571428572,721.0,430.2857142857143,345271.0,316920.0,0.049789875199480985,0.11762773616856895,0.02272650104691302
36441,France,FRA,2021-02-11,17781.0,17160.285714285714,295.0,426.42857142857144,363138.0,314703.0,0.04896485633560795,0.11669622638187438,0.02258865194557535
36442,France,FRA,2021-02-12,10098.0,16991.285714285714,357.0,427.42857142857144,402956.0,311945.0,0.0250598080187415,0.11628413166731799,0.02275890921538052
36443,France,FRA,2021-02-13,2168.0,16934.928571428572,644.0,414.92857142857144,216134.0,311099.0,0.010030814217106054,0.11693672163886702,0.022228089509290724
36444,France,FRA,2021-02-14,23782.0,16506.35714285714,192.0,411.35714285714283,42733.0,311008.0,0.5565254019142115,0.11183806521743092,0.022097221636015515
36445,France,FRA,2021-02-15,19739.0,16290.857142857143,167.0,409.35714285714283,420200.0,309973.0,0.04697524988100904,0.1119297204573069,0.022062503368468055
36446,France,FRA,2021-02-16,19549.0,16255.785714285714,409.0,406.2142857142857,360977.0,307344.0,0.05415580494048097,0.11307168721523424,0.02221493052707237
36447,France,FRA,2021-02-17,20133.0,16247.642857142857,582.0,395.92857142857144,338255.0,306342.0,0.05952018447620878,0.11446173139762393,0.02185734170876068
36448,France,FRA,2021-02-18,21167.0,16258.857142857143,309.0,392.7857142857143,362499.0,306251.0,0.05839188521899371,0.11580844980953618,0.021977363196009785
36449,France,FRA,2021-02-19,12519.0,16310.214285714286,267.0,386.5,404684.0,306497.0,0.03093524824307361,0.11664779841301219,0.022077604145415968
36450,France,FRA,2021-02-20,2085.0,16372.5,565.0,380.42857142857144,215407.0,306394.0,0.009679351181716471,0.11659758940795653,0.02216912805314597
36451,France,FRA,2021-02-21,28726.0,16589.714285714286,183.0,379.85714285714283,43505.0,306504.0,0.6602919204689116,0.1314213777729137,0.02235599761222139
36452,France,FRA,2021-02-22,22181.0,16759.428571428572,159.0,379.0,407028.0,304622.0,0.05449502245545761,0.13249563099783493,0.02237978143228914
36453,France,FRA,2021-02-23,20162.0,16948.64285714286,327.0,369.7857142857143,344211.0,302227.0,0.05857453712984187,0.13312687845345791,0.022402624097209303
36454,France,FRA,2021-02-24,20736.0,17201.85714285714,428.0,348.85714285714283,328880.0,300888.0,0.06305035271223547,0.13363118820146172,0.021414290224139744
36455,France,FRA,2021-02-25,20752.0,17414.071428571428,273.0,347.2857142857143,344404.0,298303.0,0.06025481701722396,0.13389732131549462,0.021363822111687705
36456,France,FRA,2021-02-26,12393.0,17578.0,257.0,340.14285714285717,389895.0,296190.0,0.031785480706344016,0.13401878309596182,0.020934904843339916
36457,France,FRA,2021-02-27,2277.0,17585.785714285714,536.0,332.42857142857144,206530.0,294922.0,0.01102503268290321,0.13421102331041707,0.020445998664464206
36458,France,FRA,2021-02-28,27422.0,17845.785714285714,185.0,331.92857142857144,44423.0,295053.0,0.6172928437971321,0.12806829807159142,0.020350963243891865
36459,France,FRA,2021-03-01,20412.0,17893.85714285714,114.0,328.14285714285717,404245.0,294655.0,0.050494131034397455,0.12749674215429713,0.020042318347403096
36460,France,FRA,2021-03-02,20453.0,17958.428571428572,375.0,325.7142857142857,337545.0,293703.0,0.06059340236116666,0.12778515147305783,0.01963350785340314
36461,France,FRA,2021-03-03,19786.0,17933.64285714286,410.0,313.42857142857144,320358.0,292486.0,0.061762153590670436,0.12760112302711996,0.018701626376623818
36462,France,FRA,2021-03-04,21912.0,17986.85714285714,322.0,314.35714285714283,345076.0,292582.0,0.06349905528057587,0.1280645856361702,0.01854762918227755
36463,France,FRA,2021-03-05,13157.0,18032.428571428572,278.0,315.14285714285717,395865.0,293435.0,0.0332360779558688,0.12827181381467376,0.018320281032778857
36464,France,FRA,2021-03-06,2364.0,18052.35714285714,405.0,303.7142857142857,213949.0,294494.0,0.011049362231185937,0.12827528946442843,0.017440739631742804
36465,France,FRA,2021-03-07,29327.0,18095.285714285714,196.0,304.64285714285717,46181.0,294746.0,0.6350447153591304,0.13081127111614246,0.017330916892869336
36466,France,FRA,2021-03-08,23466.0,18187.071428571428,127.0,302.35714285714283,427662.0,298091.0,0.05487043506320412,0.13143645740597198,0.01719326891442358
36467,France,FRA,2021-03-09,23706.0,18440.214285714286,358.0,304.57142857142856,370517.0,302801.0,0.06398086997357746,0.1319203813506021,0.017066854519474386
36468,France,FRA,2021-03-10,23945.0,18669.428571428572,356.0,299.42857142857144,346112.0,306480.0,0.06918280787721894,0.13298047482010905,0.01673359572718491
36469,France,FRA,2021-03-11,26255.0,19062.5,264.0,298.7857142857143,410370.0,315808.0,0.06397884835636133,0.1330490166880784,0.016637631354954694
36470,France,FRA,2021-03-12,17026.0,19393.428571428572,265.0,299.35714285714283,464619.0,325630.0,0.03664507908630512,0.1335360168495693,0.01669248937551529
36471,France,FRA,2021-03-13,4135.0,19526.14285714286,290.0,281.7857142857143,245043.0,330072.0,0.016874589357786185,0.13436819215336934,0.015666200717984562
36472,France,FRA,2021-03-14,38276.0,20301.428571428572,168.0,280.57142857142856,54509.0,331262.0,0.7021959676383717,0.14396122819326093,0.01555927020368067
36473,France,FRA,2021-03-15,30555.0,21025.928571428572,132.0,281.85714285714283,495130.0,340900.0,0.06171106578070406,0.1449384611529038,0.01561331523782015
36474,France,FRA,2021-03-16,30439.0,21739.214285714286,333.0,278.85714285714283,448929.0,352102.0,0.06780359477779337,0.14548456469636317,0.015410485761879573
36475,France,FRA,2021-03-17,30375.0,22495.571428571428,392.0,277.57142857142856,404630.0,360461.0,0.07506858117292341,0.1463253894528924,0.015262018938099671
36476,France,FRA,2021-03-18,33123.0,23296.35714285714,236.0,271.42857142857144,483342.0,370886.0,0.06852911602964361,0.1469754276919327,0.014719382715571171
36477,France,FRA,2021-03-19,20670.0,23833.0,269.0,270.7857142857143,545137.0,382389.0,0.03791707405661329,0.14715714125911958,0.014504231516765375
36478,France,FRA,2021-03-20,4986.0,24020.285714285714,267.0,260.92857142857144,282851.0,387790.0,0.01762765555009528,0.14726472214373518,0.013688056206088994
36479,France,FRA,2021-03-21,46270.0,25230.5,184.0,260.07142857142856,59732.0,388536.0,0.7746266657737896,0.15761196473450914,0.013410286253075413
36480,France,FRA,2021-03-22,38088.0,26274.928571428572,138.0,260.85714285714283,581562.0,400883.0,0.06549258720480361,0.15815218208080908,0.013359379001046215
36481,France,FRA,2021-03-23,37136.0,27234.214285714286,343.0,259.7857142857143,535627.0,413269.0,0.06933182979946866,0.15837050136961986,0.012796425304341707
36482,France,FRA,2021-03-24,37079.0,28172.35714285714,269.0,253.57142857142858,483128.0,424483.0,0.07674777698663708,0.15861038648586465,0.012059939598387026
36483,France,FRA,2021-03-25,39932.0,29149.285714285714,245.0,252.21428571428572,570672.0,436958.0,0.0699736451061205,0.15881674778250424,0.011601812393009342
36484,France,FRA,2021-03-26,24890.0,29711.0,223.0,249.21428571428572,635140.0,449816.0,0.039188210473281485,0.15899833869917113,0.011078370980954983
36485,France,FRA,2021-03-27,5122.0,29781.5,897.0,292.57142857142856,347455.0,459045.0,0.014741477313608956,0.1585860275225302,0.012558677169023974
36486,France,FRA,2021-03-28,52323.0,30784.85714285714,156.0,291.7142857142857,63358.0,459563.0,0.8258309921399034,0.16590093128911793,0.012239931427612375
36487,France,FRA,2021-03-29,43554.0,31713.35714285714,158.0,293.57142857142856,687426.0,474687.0,0.06335809236194151,0.16559600345442332,0.012221812515611804
36488,France,FRA,2021-03-30,39629.0,32369.785714285714,360.0,295.5,656016.0,491885.0,0.0604085875954245,0.16432125456813132,0.0117120152196746
36489,France,FRA,2021-03-31,38379.0,32941.5,361.0,293.2857142857143,570396.0,504352.0,0.06728483369448593,0.16296940552639544,0.011162188832917854
36490,France,FRA,2021-04-01,38483.0,33324.357142857145,299.0,297.7857142857143,660087.0,517125.0,0.058299890771974,0.16130172633580306,0.010934250247194311
36491,France,FRA,2021-04-02,24320.0,33585.07142857143,304.0,300.2857142857143,670440.0,522168.0,0.0362746852813078,0.16088550845123542,0.010658877876743415
36492,France,FRA,2021-04-03,3775.0,33498.57142857143,318.0,303.92857142857144,406226.0,530564.0,0.009292856685687278,0.16010713407581803,0.010426621578573355
36493,France,FRA,2021-04-04,8602.0,30808.0,185.0,304.0,66133.0,530961.0,0.13007122011703687,0.06071288092969424,0.010231900642859547
36494,France,FRA,2021-04-05,53843.0,31933.35714285714,157.0,305.35714285714283,102929.0,447461.0,0.5231081619368692,0.12639146229754106,0.010253249260686763
36495,France,FRA,2021-04-06,39110.0,32074.35714285714,228.0,297.14285714285717,630442.0,443808.0,0.062035841520710865,0.12662392714401055,0.009652240897658405
36496,France,FRA,2021-04-07,35899.0,31990.071428571428,412.0,307.35714285714283,478017.0,430611.0,0.0750998395454555,0.12774035655129193,0.009691725208170509
36497,France,FRA,2021-04-08,37967.0,31849.714285714286,433.0,320.7857142857143,469491.0,403383.0,0.08086842985275543,0.13096443356283213,0.009910035151828093
36498,France,FRA,2021-04-09,23785.0,31770.785714285714,331.0,328.5,509716.0,380422.0,0.04666323992183883,0.1324485127971937,0.009972223487090752
36499,France,FRA,2021-04-10,3728.0,31671.214285714286,319.0,287.2142857142857,296143.0,364696.0,0.012588512981904013,0.13291932083951039,0.00861874947753788
36500,France,FRA,2021-04-11,46288.0,31240.14285714286,207.0,290.85714285714283,59391.0,363733.0,0.7793773467360374,0.225677338927939,0.008660310384503319
36501,France,FRA,2021-04-12,34343.0,30582.214285714286,176.0,292.14285714285717,479982.0,417597.0,0.0715505998141597,0.16116911576755194,0.008721054202737858
36502,France,FRA,2021-04-13,30754.0,29948.285714285714,373.0,293.07142857142856,391481.0,383460.0,0.0785580909418337,0.16352943711342663,0.009512835256148681
36503,France,FRA,2021-04-14,31275.0,29440.85714285714,345.0,291.92857142857144,370342.0,368078.0,0.0844489687910094,0.16486502700564865,0.009141806485381387
36504,France,FRA,2021-04-15,32128.0,28986.928571428572,295.0,291.64285714285717,375978.0,354719.0,0.08545180835048859,0.16551979536246766,0.009092710910585004
36505,France,FRA,2021-04-16,20291.0,28699.14285714286,297.0,291.14285714285717,417543.0,341551.0,0.04859619248795932,0.16579593144334207,0.009101038045286374
36506,France,FRA,2021-04-17,4515.0,28752.0,302.0,290.0,248259.0,334711.0,0.0181866518434377,0.16659566556641828,0.00910526221361035
36507,France,FRA,2021-04-18,39723.0,30974.928571428572,177.0,289.42857142857144,52311.0,333699.0,0.7593622756208064,0.16373636969281385,0.009109896558158777
36508,France,FRA,2021-04-19,30755.0,29325.785714285714,169.0,290.2857142857143,418542.0,324922.0,0.07348127547534059,0.164012180501554,0.00916560103022799
36509,France,FRA,2021-04-20,29142.0,28613.785714285714,446.0,305.85714285714283,343724.0,318100.0,0.08478313996113161,0.16490147321859655,0.00979051678015008
36510,France,FRA,2021-04-21,26869.0,27968.785714285714,381.0,303.64285714285717,326481.0,311834.0,0.08229881677647398,0.16459430864509147,0.009928740094032246
36511,France,FRA,2021-04-22,28363.0,27282.785714285714,313.0,295.07142857142856,331139.0,305428.0,0.08565285272951842,0.1646230292706672,0.00985269846115685
36512,France,FRA,2021-04-23,17221.0,26813.928571428572,283.0,291.64285714285717,377861.0,299760.0,0.045574960104377005,0.16419142464444114,0.009906058635715188
36513,France,FRA,2021-04-24,3476.0,26795.928571428572,331.0,292.5,223674.0,296247.0,0.015540474082816957,0.16381339925006674,0.010090755192611447
36514,France,FRA,2021-04-25,32465.0,25808.571428571428,166.0,289.57142857142856,49268.0,295813.0,0.6589469838434684,0.14946835756758986,0.010089898155246049
36515,France,FRA,2021-04-26,24812.0,25127.785714285714,174.0,289.42857142857144,407447.0,294228.0,0.060896263808544425,0.14767049875804752,0.0100663804753955
36516,France,FRA,2021-04-27,21077.0,24436.571428571428,391.0,290.7142857142857,360034.0,296558.0,0.058541693284523126,0.14392172066138917,0.009385470737854808
36517,France,FRA,2021-04-28,20966.0,23700.214285714286,315.0,288.57142857142856,315329.0,294965.0,0.06648928579356798,0.14166321623525974,0.009840194270766097
36518,France,FRA,2021-04-29,22575.0,23017.85714285714,344.0,292.07142857142856,387020.0,302948.0,0.058330318846571236,0.1377599971091244,0.010207367577566257
36519,France,FRA,2021-04-30,3828.0,21841.928571428572,306.0,292.7142857142857,470591.0,316195.0,0.008134452210093266,0.13241135312422672,0.010465748806705436
36520,France,FRA,2021-05-01,3376.0,21760.571428571428,290.0,291.85714285714283,69450.0,294163.0,0.04861051115910727,0.13713564413512533,0.010697483237729703
36521,France,FRA,2021-05-02,27245.0,20869.285714285714,164.0,290.92857142857144,58017.0,295413.0,0.469603736835755,0.11008660884830915,0.010849904766978783
36522,France,FRA,2021-05-03,20203.0,20115.571428571428,113.0,286.92857142857144,473404.0,304835.0,0.04267602301628207,0.10748371730655738,0.010707916714426233
36523,France,FRA,2021-05-04,17478.0,19282.428571428572,279.0,275.0,405706.0,311360.0,0.04308045727694439,0.10527496930547472,0.010655374737075169
36524,France,FRA,2021-05-05,15889.0,18498.14285714286,255.0,266.0,354362.0,316936.0,0.044838329166219854,0.10218197550156785,0.010585890974419325
36525,France,FRA,2021-05-06,17918.0,17752.071428571428,273.0,263.14285714285717,444149.0,325097.0,0.04034231755559508,0.0996122610314284,0.01076840332990366
36526,France,FRA,2021-05-07,3888.0,16799.714285714286,219.0,258.57142857142856,508482.0,330510.0,0.0076462883641898825,0.09954252333915649,0.010910088214995041
36527,France,FRA,2021-05-08,1562.0,16663.0,206.0,249.64285714285714,87101.0,333032.0,0.017933203981584597,0.09516005088522468,0.010845616757176105
36528,France,FRA,2021-05-09,23884.0,16050.07142857143,205.0,252.42857142857142,57974.0,333025.0,0.41197778314416805,0.08692777178642652,0.011557064230984312
36529,France,FRA,2021-05-10,16618.0,15464.785714285714,86.0,246.14285714285714,522292.0,340009.0,0.03181745077466245,0.08537654718048086,0.011311415141409101
36530,France,FRA,2021-05-11,15762.0,15085.142857142857,319.0,241.0,481167.0,350790.0,0.03275785745905268,0.0839018900636392,0.011548071328336244
36531,France,FRA,2021-05-12,1571.0,13699.785714285714,202.0,232.92857142857142,449475.0,364377.0,0.003495188831414428,0.07799572715866698,0.011579515513923116
36532,France,FRA,2021-05-13,17164.0,13313.285714285714,182.0,221.35714285714286,78615.0,312158.0,0.2183298352731667,0.10342251540403437,0.011479733584240278
36533,France,FRA,2021-05-14,8576.0,13652.42857142857,160.0,210.92857142857142,453024.0,304235.0,0.01893056438510984,0.10503455483559436,0.011402689073034357
36534,France,FRA,2021-05-15,2262.0,13572.857142857143,173.0,202.57142857142858,228387.0,324419.0,0.009904241484848086,0.10388756019320343,0.011411143166391047
36535,France,FRA,2021-05-16,18820.0,12971.07142857143,100.0,198.0,54308.0,323895.0,0.3465419459379834,0.09453958344946277,0.011785914726440926
36536,France,FRA,2021-05-17,15432.0,12630.285714285714,81.0,195.71428571428572,473762.0,316963.0,0.03257331740409741,0.0946475643965249,0.011745441139907923
36537,France,FRA,2021-05-18,13220.0,12326.142857142857,195.0,189.71428571428572,437507.0,310725.0,0.030216659390592607,0.0942845361010306,0.011820152113252722
36538,France,FRA,2021-05-19,11514.0,12013.642857142857,192.0,185.21428571428572,387968.0,301939.0,0.029677705377763115,0.09802489560765185,0.011976518080246829
36539,France,FRA,2021-05-20,11986.0,11589.92857142857,169.0,177.78571428571428,430204.0,352166.0,0.027861200732675662,0.07081509067329597,0.011785484298647675
36540,France,FRA,2021-05-21,4817.0,11656.285714285714,133.0,171.64285714285714,454222.0,352337.0,0.010604946479915108,0.06962571668683958,0.01252887167161113
36541,France,FRA,2021-05-22,13447.0,12505.214285714286,121.0,165.57142857142858,244957.0,354704.0,0.05489534897961683,0.07605301775752084,0.01243655639372056
36542,France,FRA,2021-05-23,11821.0,11643.57142857143,75.0,156.28571428571428,52583.0,354458.0,0.22480649639617367,0.05866223925154802,0.011447466175562694
36543,France,FRA,2021-05-24,9704.0,11149.714285714286,70.0,155.14285714285714,96934.0,300625.0,0.1001093527554831,0.06831024430174597,0.01143037574992106
36544,France,FRA,2021-05-25,1908.0,10160.142857142857,61.0,136.71428571428572,485434.0,307472.0,0.003930503425800418,0.06455507916391852,0.010539937773617116
36545,France,FRA,2021-05-26,1749.0,10172.857142857143,178.0,135.0,357218.0,303079.0,0.00489616984586443,0.06101485980221871,0.010688594308464914
36546,France,FRA,2021-05-27,12438.0,9835.285714285714,172.0,134.28571428571428,408093.0,299920.0,0.03047834684740978,0.061388737818609304,0.01089438243918269
36547,France,FRA,2021-05-28,13704.0,10201.57142857143,141.0,132.92857142857142,446847.0,298867.0,0.030668215295168146,0.06425491907793117,0.011064801327062683
36548,France,FRA,2021-05-29,11090.0,10832.142857142857,94.0,127.28571428571429,229396.0,296644.0,0.04834434776543619,0.06331906176161964,0.010982441651926859
36549,France,FRA,2021-05-30,10007.0,10202.642857142857,95.0,126.92857142857143,51041.0,296423.0,0.1960580709625595,0.059212143842531914,0.010889281074588818
36550,France,FRA,2021-05-31,8541.0,9710.42857142857,15.0,122.21428571428571,400167.0,339742.0,0.02134358905157097,0.04795989188483018,0.009773066092430014
36551,France,FRA,2021-06-01,938.0,8833.142857142857,155.0,119.35714285714286,348579.0,320192.0,0.002690925156133904,0.04778280927487782,0.01025090485246304
36552,France,FRA,2021-06-02,8498.0,8617.714285714286,88.0,111.92857142857143,314482.0,314086.0,0.02702221430797311,0.05094367276946477,0.010038694136941369
