;countrycode;t0_10_dead;class;population;gni_per_capita;days_to_t0_10_dead;geometry
0;ABW;2020-09-01;4.0;106314.0;36295.791135884305;245;POLYGON ((-69.9782 12.4699, -70.0635 12.5393, -70.0563 12.6232, -69.8662 12.4157, -69.9782 12.4699))
1;AFG;2020-04-07;5.0;38041754.0;2229.65797849241;98;POLYGON ((68.5264 31.7543, 68.582 31.7503, 68.5371 31.714, 68.2866 31.757, 68.1689 31.8342, 68.0535 31.6768, 67.8611 31.6085, 67.7296 31.5045, 67.5595 31.5324, 67.6054 31.4185, 67.7503 31.4136, 67.7898 31.3566, 67.4561 31.2123, 67.0658 31.2022, 67.0142 31.2343, 67.0406 31.293, 66.9857 31.3129, 66.7303 31.212, 66.6968 31.0621, 66.593 30.9609, 66.4566 30.9358, 66.4824 30.92, 66.3591 30.7865, 66.3851 30.7583, 66.2945 30.5384, 66.3801 30.4353, 66.303 30.1479, 66.2382 30.0664, 66.3619 29.9681, 66.2665 29.842, 65.067 29.5362, 64.4876 29.5718, 64.1887 29.4619, 64.1394 29.3617, 63.6649 29.4764, 62.3967 29.388, 60.8658 29.8532, 61.803 30.8294, 61.7855 30.9423, 61.8393 31.0386, 61.7776 31.3036, 61.7065 31.3772, 60.8306 31.5065, 60.7772 31.8051, 60.8802 32.2004, 60.5841 33.1275, 60.6368 33.2265, 60.8683 33.4189, 60.8536 33.4843, 60.9488 33.5125, 60.6721 33.5318, 60.5318 33.6502, 60.5627 33.794, 60.5166 34.124, 60.687 34.3121, 60.9347 34.3059, 60.7254 34.5146, 60.9903 34.6383, 61.1215 35.0779, 61.0919 35.2632, 61.1909 35.2916, 61.1873 35.3993, 61.279 35.5213, 61.2861 35.6146, 61.3721 35.6234, 61.4024 35.5525, 61.5895 35.4352, 62.0675 35.431, 62.2666 35.2947, 62.3075 35.1298, 62.4801 35.2789, 62.6299 35.2088, 62.7153 35.24, 62.9407 35.3839, 63.0981 35.4184, 63.1291 35.5405, 63.096 35.6198, 63.2459 35.6821, 63.1297 35.765, 63.1202 35.8621, 63.3072 35.8571, 64.0025 36.0321, 64.0694 36.0029, 64.0565 36.0957, 64.0936 36.1264, 64.2789 36.1477, 64.3115 36.2037, 64.4922 36.2752, 64.6353 36.4383, 64.6169 36.6309, 64.7961 36.9161, 64.7537 37.1116, 65.131 37.2472, 65.5302 37.2398, 65.6444 37.3432, 65.7071 37.5402, 66.0731 37.451, 66.1481 37.3717, 66.2993 37.3197, 66.9895 37.391, 67.2758 37.1772, 67.5067 37.273, 67.5724 37.2194, 67.6503 37.2507, 67.778 37.2043, 67.7878 37.088, 67.8923 37.0639, 68.0284 36.9301, 68.2048 37.0243, 68.2714 37.0105, 68.3065 37.1039, 68.3923 37.0979, 68.4399 37.1538, 68.6444 37.2076, 68.6808 37.2784, 68.7865 37.2869, 68.8236 37.2443, 68.8347 37.3186, 68.9115 37.2685, 68.9065 37.3355, 69.252 37.0957, 69.4504 37.2313, 69.3825 37.3282, 69.377 37.4349, 69.5346 37.592, 69.8101 37.572, 69.9051 37.6156, 70.1728 37.5277, 70.3053 37.696, 70.281 37.8141, 70.1869 37.8474, 70.1825 37.9462, 70.2713 37.9398, 70.2621 37.9794, 70.504 38.1209, 70.5448 38.2436, 70.6105 38.3472, 70.6926 38.3703, 70.6873 38.4148, 70.8742 38.4691, 70.9261 38.4302, 70.9892 38.4909, 71.0559 38.3987, 71.1053 38.4221, 71.3741 38.2556, 71.3765 38.1613, 71.2574 37.9231, 71.3296 37.8854, 71.5141 37.956, 71.5905 37.9219, 71.595 37.8041, 71.5319 37.7633, 71.4952 37.536, 71.5265 37.4784, 71.4767 37.4015, 71.5071 37.3136, 71.4291 37.0718, 71.5673 36.7625, 71.675 36.6721, 71.8426 36.6807, 72.343 36.9892, 72.6646 37.0173, 72.8164 37.2326, 73.0939 37.3243, 73.1491 37.4031, 73.3059 37.4639, 73.7758 37.4396, 73.775 37.3386, 73.6177 37.268, 73.7595 37.2196, 74.2041 37.3352, 74.2407 37.4116, 74.5674 37.3731, 74.6915 37.4083, 74.8306 37.3324, 74.8929 37.2219, 74.8061 37.2138, 74.7422 37.2757, 74.6611 37.2334, 74.4891 37.2419, 74.4331 37.1158, 74.5716 37.0344, 74.5584 36.9603, 74.4205 36.9961, 74.2523 36.9004, 74.152 36.9098, 74.1197 36.8417, 73.6935 36.9135, 73.3507 36.8527, 72.6316 36.8484, 72.4952 36.7776, 72.2414 36.7535, 72.2129 36.6647, 71.8321 36.5055, 71.8573 36.3994, 71.652 36.475, 71.5749 36.3727, 71.6184 36.3234, 71.4648 36.2607, 71.2279 36.0648, 71.3925 35.9602, 71.5173 35.8027, 71.4951 35.768, 71.5718 35.7207, 71.5254 35.6179, 71.6384 35.5753, 71.6202 35.5113, 71.6732 35.4405, 71.5669 35.3118, 71.6903 35.2155, 71.5358 35.0904, 71.5881 35.0273, 71.5249 34.9591, 71.3099 34.8788, 71.2425 34.7452, 71.1124 34.6829, 71.0981 34.5805, 70.9956 34.5548, 71.0068 34.4611, 71.1695 34.3636, 71.1221 34.2672, 71.1415 34.1568, 71.0653 34.0518, 70.7679 33.9549, 70.4671 33.9284, 69.912 34.0225, 69.8716 33.934, 69.9905 33.7474, 70.1434 33.7347, 70.1652 33.6588, 70.21 33.6548, 70.1941 33.5313, 70.3417 33.3931, 70.3328 33.3267, 70.157 33.1981, 70.0673 33.2135, 70.0231 33.1433, 69.8755 33.0957, 69.7865 33.1275, 69.5801 33.0976, 69.504 33.018, 69.5346 32.8664, 69.4028 32.7667, 69.4658 32.6638, 69.2407 32.4614, 69.3233 31.9405, 69.1976 31.8484, 69.1179 31.7033, 69.021 31.6267, 68.9492 31.6458, 68.8483 31.5974, 68.717 31.6966, 68.7018 31.7699, 68.5701 31.828, 68.4331 31.7632, 68.5264 31.7543))
2;AGO;2020-06-24;3.0;31825295.0;6360.55108485661;176;MULTIPOLYGON (((11.9016 -17.2084, 11.8064 -17.2686, 11.7518 -17.2496, 11.8265 -16.4551, 11.8054 -16.0215, 11.7351 -15.8643, 11.7799 -15.7824, 11.8815 -15.7854, 11.9951 -15.6313, 12.0549 -15.2335, 12.1538 -15.1824, 12.1176 -15.1101, 12.2874 -14.7549, 12.3543 -14.4112, 12.361 -14.0593, 12.4213 -13.8779, 12.5285 -13.8471, 12.5307 -13.4185, 12.6515 -13.3404, 12.6551 -13.2446, 12.7835 -13.1951, 12.7796 -13.1546, 12.9788 -12.9826, 12.9401 -12.834, 13.1993 -12.5979, 13.3801 -12.5926, 13.6521 -12.2443, 13.7921 -11.8224, 13.7685 -11.5782, 13.8651 -11.0204, 13.7187 -10.756, 13.7818 -10.6838, 13.5299 -10.389, 13.5265 -10.2724, 13.3132 -9.98347, 13.314 -9.86958, 13.1971 -9.69181, 13.2371 -9.63708, 13.1496 -9.34931, 13.1529 -9.34492, 12.9932 -9.08903, 12.9993 -9.02903, 13.0157 -9.10514, 13.1043 -8.95903, 13.1482 -8.95736, 13.2251 -8.79403, 13.3976 -8.74847, 13.4163 -8.65819, 13.3457 -8.47153, 13.3851 -8.46486, 13.3943 -8.39264, 13.0962 -7.83819, 13.1077 -7.83502, 13.0693 -7.77625, 12.8532 -7.26931, 12.8296 -6.99319, 12.5624 -6.66347, 12.2857 -6.16403, 12.3485 -6.15569, 12.3212 -6.12125, 12.4524 -6.12153, 12.4532 -6.08024, 13.0472 -5.8705, 13.5424 -5.89568, 13.9863 -5.84163, 14.0381 -5.88421, 14.5951 -5.91025, 14.963 -5.87336, 16.5117 -5.87844, 16.5997 -5.91855, 16.6067 -6.08571, 16.7295 -6.1882, 16.6907 -6.40564, 16.7324 -6.42547, 16.8327 -6.76638, 16.9404 -6.87483, 16.9827 -7.02331, 16.9637 -7.07854, 16.9289 -7.06859, 16.9537 -7.20334, 17.0055 -7.30005, 17.1096 -7.34621, 17.1102 -7.42268, 17.1853 -7.43219, 17.1562 -7.47505, 17.3063 -7.63692, 17.3214 -7.75853, 17.4315 -7.84246, 17.5326 -8.04394, 17.5055 -8.08283, 17.5603 -8.12745, 17.8849 -8.07897, 18.1004 -8.09906, 18.0982 -8.04018, 18.153 -8.009, 18.527 -8, 18.5582 -7.93358, 18.7797 -7.92202, 18.8002 -8, 19.4357 -7.99854, 19.3434 -7.90185, 19.409 -7.701, 19.3686 -7.58289, 19.474 -7.567, 19.4859 -7.50258, 19.55 -7.472, 19.4872 -7.3135, 19.5438 -6.99942, 20.3017 -6.99803, 20.3152 -6.92804, 20.5704 -6.9215, 20.6213 -6.93169, 20.6199 -6.97537, 20.5516 -7.11265, 20.5435 -7.28146, 21.7797 -7.27468, 21.8535 -7.42646, 21.8533 -7.55706, 21.7455 -7.9388, 21.8893 -8.18173, 21.9577 -8.50301, 21.8589 -8.90826, 21.8589 -9.2375, 21.7941 -9.42091, 21.8802 -9.65078, 22.0034 -9.75176, 22.0245 -9.8338, 22.1914 -9.92692, 22.2406 -10.29, 22.3279 -10.3851, 22.278 -10.516, 22.3165 -10.5437, 22.3339 -10.7577, 22.1743 -10.8747, 22.261 -11.233, 22.437 -11.175, 22.4975 -11.0515, 22.562 -11.031, 22.723 -11.11, 22.8673 -11.0619, 23.084 -11.124, 23.203 -11.102, 23.4355 -10.9382, 23.8304 -11.03, 23.9957 -10.8916, 24.0256 -10.9694, 24.0056 -11.1214, 24.0821 -11.3977, 23.9712 -11.6557, 24.0246 -11.8225, 23.9831 -12.1114, 24.0687 -12.2654, 24.076 -12.4039, 23.9557 -12.5458, 23.9036 -12.8337, 24.0403 -12.9906, 21.9999 -13.0047, 21.9997 -16.1979, 22.1085 -16.3432, 22.126 -16.4974, 22.3157 -16.636, 22.8071 -17.1734, 23.0092 -17.2885, 23.1418 -17.468, 23.2407 -17.5499, 23.3916 -17.5824, 23.4282 -17.6393, 21.4335 -18.0241, 21.2198 -17.9321, 20.981 -17.9551, 20.8185 -18.0418, 20.5352 -17.9787, 20.3168 -17.8652, 20.114 -17.9119, 19.9128 -17.8659, 19.7494 -17.9137, 19.6619 -17.8527, 18.9106 -17.8228, 18.6243 -17.6429, 18.4221 -17.394, 14.2143 -17.3841, 14.1522 -17.4336, 13.9569 -17.4334, 13.5107 -17.1351, 13.4609 -17.0131, 13.1424 -16.9599, 12.9833 -16.9837, 12.5656 -17.2421, 12.4467 -17.2644, 12.4129 -17.2061, 12.2499 -17.2366, 12.083 -17.1441, 11.9016 -17.2084)), ((13.0518 -8.95792, 13.1635 -8.8693, 13.0249 -9.00375, 13.0518 -8.95792)), ((12.2113 -5.78652, 12.1457 -5.63903, 12.1824 -5.55014, 12.2296 -5.54458, 12.2229 -5.46431, 12.1399 -5.17125, 12.0099 -5.03066, 12.1732 -4.89801, 12.2102 -4.76773, 12.3016 -4.81361, 12.4624 -4.59613, 12.6161 -4.56434, 12.6628 -4.48737, 12.7601 -4.48602, 12.7433 -4.37767, 12.903 -4.4093, 12.9061 -4.46751, 13.107 -4.68055, 12.8631 -4.73913, 12.7176 -4.94951, 12.6396 -4.95091, 12.629 -5.022, 12.4793 -5.06927, 12.5374 -5.13715, 12.5351 -5.73385, 12.2657 -5.74328, 12.2113 -5.78652)), ((11.7335 -16.6726, 11.7401 -16.7118, 11.6713 -16.5754, 11.6999 -16.5076, 11.7335 -16.6726)))
3;ALB;2020-03-30;4.0;2854191.0;13071.095441848898;90;POLYGON ((19.5945 41.7692, 19.5974 41.8102, 19.4393 41.8832, 19.3754 41.8499, 19.3414 41.9067, 19.3993 42.1047, 19.2844 42.1787, 19.7161 42.6603, 19.7917 42.4834, 20.0827 42.5547, 20.1964 42.4663, 20.251 42.3211, 20.3345 42.325, 20.518 42.212, 20.6284 41.96, 20.5194 41.7424, 20.5597 41.5842, 20.4558 41.5248, 20.5632 41.4086, 20.4949 41.3392, 20.5244 41.2281, 20.6003 41.0919, 20.6737 41.074, 20.7422 40.9076, 20.986 40.8958, 20.9471 40.7626, 21.0497 40.6575, 21.0347 40.5535, 20.9451 40.4636, 20.8431 40.4769, 20.7793 40.4202, 20.669 40.0951, 20.4523 40.072, 20.3856 39.9892, 20.3051 39.9844, 20.4067 39.8103, 20.2828 39.7999, 20.3155 39.7244, 20.2577 39.6661, 19.9851 39.6874, 19.9979 39.7413, 20.0193 39.859, 19.9135 39.901, 19.9365 39.9426, 19.8635 40.0371, 19.4674 40.2171, 19.2882 40.421, 19.359 40.4218, 19.4212 40.3213, 19.4849 40.3475, 19.4935 40.4471, 19.4007 40.5026, 19.3065 40.6624, 19.3671 40.7174, 19.4135 40.9193, 19.4771 40.9696, 19.4387 40.9999, 19.4365 41.1463, 19.5201 41.254, 19.4221 41.3237, 19.391 41.4129, 19.4429 41.4021, 19.5113 41.4857, 19.4443 41.5882, 19.5312 41.5696, 19.6032 41.6113, 19.5715 41.7501, 19.5945 41.7692))
4;AND;2020-03-31;2.0;77142.0;;91;POLYGON ((1.56324 42.4588, 1.45656 42.4359, 1.41915 42.4838, 1.46922 42.5108, 1.41372 42.5357, 1.48904 42.6517, 1.78421 42.5757, 1.7114 42.4923, 1.56324 42.4588))
5;ARE;2020-04-05;3.0;9770529.0;67462.0953049371;96;MULTIPOLYGON (((54.4724 24.5424, 54.4707 24.4936, 54.3954 24.5374, 54.4743 24.5975, 54.4725 24.5452, 54.6317 24.4915, 54.6361 24.5002, 54.6008 24.5438, 54.6848 24.6627, 54.6343 24.7269, 54.6944 24.7855, 54.6371 24.8051, 54.7578 24.7774, 54.7601 24.8031, 54.7062 24.8151, 54.7617 24.8477, 54.7303 24.829, 54.7604 24.8062, 54.7649 24.8545, 54.8425 24.8907, 54.8889 24.8464, 54.8522 24.8952, 54.9887 24.9725, 54.9859 24.9817, 55.0023 24.9785, 54.9831 24.9914, 54.9765 25.0134, 54.9951 25.027, 55.0146 24.984, 54.9999 25.0357, 55.0553 24.972, 55.0728 25.027, 55.0373 25.0362, 55.1467 25.0937, 55.1271 25.1324, 55.1624 25.1108, 55.2503 25.2699, 55.2758 25.2527, 55.2576 25.2831, 55.3464 25.198, 55.2927 25.2979, 55.3564 25.2991, 55.4424 25.4308, 55.4445 25.4278, 55.5181 25.4699, 55.5782 25.6097, 55.5643 25.5252, 55.6123 25.5214, 55.7467 25.6569, 55.7336 25.6938, 55.751 25.6631, 55.8678 25.7248, 55.9495 25.8106, 55.9658 25.7753, 55.952 25.8146, 56.051 25.8886, 56.0511 25.9294, 56.0075 25.89, 56.0855 26.0505, 56.1531 26.0693, 56.1913 25.972, 56.1416 25.8278, 56.1797 25.621, 56.3445 25.6009, 56.3717 25.5337, 56.3707 24.9796, 56.1127 24.7382, 55.978 24.8777, 56.0605 24.8715, 56.0632 24.9476, 56.0067 24.9945, 55.8514 24.9654, 55.8126 24.9107, 55.8371 24.6709, 55.7653 24.5296, 55.8344 24.3334, 55.753 24.2349, 55.9552 24.2232, 56.0181 24.066, 55.8337 24.0138, 55.7324 24.0579, 55.4851 23.9443, 55.5722 23.628, 55.2365 23.119, 55.216 22.9183, 55.2134 22.7005, 55.1495 22.6444, 52.5898 22.9278, 51.5865 24.1244, 51.5736 24.3849, 51.6371 24.3152, 51.6329 24.2038, 51.6731 24.248, 51.6546 24.3262, 51.704 24.2086, 51.7418 24.2931, 51.7755 24.2735, 51.7839 24.0325, 51.9318 23.9516, 51.9554 24.0035, 52.0944 23.9399, 52.2841 23.985, 52.5617 24.1313, 52.593 24.1996, 52.6699 24.1284, 52.9789 24.155, 53.0505 24.1191, 53.1399 24.1716, 53.2867 24.0807, 53.4448 24.1266, 53.5877 24.0455, 53.9126 24.0707, 53.9093 24.1173, 54.185 24.1965, 54.0978 24.2405, 54.154 24.2391, 54.089 24.2917, 54.1323 24.3232, 54.2455 24.2509, 54.1648 24.3107, 54.2174 24.3557, 54.2918 24.2809, 54.2349 24.2831, 54.2701 24.2406, 54.5254 24.3125, 54.4526 24.3167, 54.4666 24.3816, 54.6101 24.4494, 54.6299 24.488, 54.5702 24.4531, 54.5532 24.4967, 54.4724 24.5424), (55.4447 25.4275, 55.4671 25.3953, 55.4978 25.4264, 55.4447 25.4275), (56.2234 25.2623, 56.2822 25.2367, 56.3506 25.3043, 56.2677 25.3375, 56.2234 25.2623)), ((54.967 25.0021, 54.9639 25.0042, 54.9674 25.0067, 54.967 25.0021)), ((55.7201 25.6542, 55.6178 25.5666, 55.631 25.6099, 55.5865 25.5879, 55.7201 25.6542)), ((54.5467 24.6386, 54.5585 24.6064, 54.5002 24.6099, 54.5467 24.6386)), ((54.507 24.4596, 54.5404 24.4391, 54.48 24.4335, 54.507 24.4596)), ((54.4503 24.4424, 54.4791 24.4, 54.3002 24.4592, 54.3839 24.5409, 54.4084 24.4496, 54.4503 24.4424)), ((54.3707 24.4196, 54.323 24.4455, 54.4171 24.4045, 54.3707 24.4196)), ((54.2948 24.3968, 54.3534 24.3526, 54.3148 24.3096, 54.2948 24.3968)), ((54.2601 24.4142, 54.2656 24.3566, 54.1892 24.3692, 54.2601 24.4142)), ((54.1982 25.2288, 54.2236 25.2512, 54.2396 25.2126, 54.1982 25.2288)), ((54.0536 24.1983, 54.0667 24.1649, 54.0168 24.1867, 54.0536 24.1983)), ((53.8721 24.2656, 53.9721 24.1818, 53.9519 24.138, 53.9082 24.1198, 53.8409 24.1841, 53.7778 24.1214, 53.6231 24.1673, 53.8721 24.2656)), ((53.3325 24.3174, 53.3328 24.2611, 53.226 24.2827, 53.3325 24.3174)), ((52.6223 24.3718, 52.6492 24.312, 52.5836 24.2609, 52.5612 24.35, 52.6223 24.3718)), ((52.3396 24.5039, 52.3036 24.4191, 52.2811 24.5094, 52.3068 24.5432, 52.3396 24.5039)))
